APVA Age Transition Matrix Study v0.1 - 6E
================================================================

Rows: 35260
Sources:
  .\Evidence\6E\6E_JUN26_5_Minute_CME_FX_Futures_ETH_20251130_20260531_apva_bar_evidence_v01.csv

State x Age Counts
==================
RecoveryResolution           1          1079
RecoveryResolution           2           339
RecoveryResolution           3           251
RecoveryResolution           4            16
RecoveryResolution           5             6
RecoveryResolution           6-10          5
ExhaustionPersistence        1          1116
ExhaustionPersistence        2           304
ExhaustionPersistence        3           234
ExhaustionPersistence        4           143
ExhaustionPersistence        5            58
ExhaustionPersistence        6-10         29
CompressionProcessing        1          2928
CompressionProcessing        2          1659
CompressionProcessing        3           840
CompressionProcessing        4           528
CompressionProcessing        5           282
CompressionProcessing        6-10        247
CompressionProcessing        11-20         5
NeutralProcessing            1          5672
NeutralProcessing            2          3205
NeutralProcessing            3          1754
NeutralProcessing            4          1312
NeutralProcessing            5          1192
NeutralProcessing            6-10       2884
NeutralProcessing            11-20       891
NeutralProcessing            21+          82
ReassertionProcessing        1          1759
ReassertionProcessing        2           237
ReassertionProcessing        3            15
DecayToNeutral               1          1486
DestructiveRotation          1           836
DestructiveRotation          2           100
DestructiveRotation          3            11
DestructiveRotation          4             1
ConstructiveEmergence        1            83
MixedStructure               1          3265
MixedStructure               2           355
MixedStructure               3            42
MixedStructure               4             8
MixedStructure               5             1

Transition Matrix Lag 1
================================
State                        Age    NextState                           N       Prob       Lift
CompressionProcessing        2      CompressionProcessing             372     22.42%      1.218
CompressionProcessing        3      NeutralProcessing                 369     43.93%      0.911
NeutralProcessing            2      MixedStructure                    343     10.70%      1.029
MixedStructure               1      MixedStructure                    322      9.87%      0.949
NeutralProcessing            6-10   MixedStructure                    316     10.96%      1.053
ExhaustionPersistence        1      CompressionProcessing             300     26.88%      1.460
CompressionProcessing        1      MixedStructure                    289      9.87%      0.949
NeutralProcessing            1      ExhaustionPersistence             274      4.83%      0.904
NeutralProcessing            3      CompressionProcessing             268     15.28%      0.830
RecoveryResolution           1      CompressionProcessing             268     24.84%      1.349
DecayToNeutral               1      CompressionProcessing             258     17.37%      0.944
ReassertionProcessing        1      CompressionProcessing             255     14.50%      0.788
NeutralProcessing            1      DecayToNeutral                    250      4.41%      1.046
CompressionProcessing        4      NeutralProcessing                 246     46.59%      0.967
NeutralProcessing            1      RecoveryResolution                230      4.06%      0.843
NeutralProcessing            2      ReassertionProcessing             224      6.99%      1.225
NeutralProcessing            3      MixedStructure                    213     12.14%      1.168
NeutralProcessing            6-10   ReassertionProcessing             205      7.11%      1.246
NeutralProcessing            4      CompressionProcessing             202     15.40%      0.836
ReassertionProcessing        1      MixedStructure                    201     11.43%      1.099
CompressionProcessing        1      ExhaustionPersistence             194      6.63%      1.240
CompressionProcessing        3      CompressionProcessing             187     22.26%      1.209
NeutralProcessing            5      CompressionProcessing             176     14.77%      0.802
MixedStructure               1      ExhaustionPersistence             174      5.33%      0.998
DecayToNeutral               1      MixedStructure                    172     11.58%      1.114
CompressionProcessing        1      RecoveryResolution                170      5.81%      1.207
MixedStructure               2      NeutralProcessing                 167     47.04%      0.976
MixedStructure               1      ReassertionProcessing             160      4.90%      0.860
NeutralProcessing            11-20  CompressionProcessing             159     17.85%      0.970
MixedStructure               1      RecoveryResolution                156      4.78%      0.994
NeutralProcessing            1      DestructiveRotation               156      2.75%      1.023
DestructiveRotation          1      CompressionProcessing             153     18.32%      0.996
NeutralProcessing            2      ExhaustionPersistence             151      4.71%      0.882
CompressionProcessing        2      MixedStructure                    147      8.86%      0.852
MixedStructure               1      DecayToNeutral                    136      4.17%      0.989
NeutralProcessing            4      MixedStructure                    136     10.37%      0.997
RecoveryResolution           2      NeutralProcessing                 136     40.12%      0.832
NeutralProcessing            3      ReassertionProcessing             134      7.64%      1.339
NeutralProcessing            5      MixedStructure                    134     11.24%      1.081
NeutralProcessing            6-10   RecoveryResolution                133      4.61%      0.959
NeutralProcessing            2      RecoveryResolution                132      4.12%      0.856
NeutralProcessing            6-10   ExhaustionPersistence             132      4.58%      0.856
CompressionProcessing        5      NeutralProcessing                 127     45.04%      0.934
ReassertionProcessing        2      NeutralProcessing                 127     53.59%      1.112
NeutralProcessing            2      DecayToNeutral                    123      3.84%      0.910
CompressionProcessing        1      DecayToNeutral                    122      4.17%      0.989
ExhaustionPersistence        2      NeutralProcessing                 121     39.80%      0.826
ReassertionProcessing        1      ReassertionProcessing             118      6.71%      1.176
CompressionProcessing        1      ReassertionProcessing             117      4.00%      0.701
NeutralProcessing            6-10   DecayToNeutral                    111      3.85%      0.913
CompressionProcessing        4      CompressionProcessing             107     20.27%      1.101
RecoveryResolution           1      MixedStructure                    106      9.82%      0.944
NeutralProcessing            4      ReassertionProcessing             104      7.93%      1.390
RecoveryResolution           3      NeutralProcessing                 104     41.43%      0.860
ExhaustionPersistence        1      MixedStructure                    103      9.23%      0.887
CompressionProcessing        2      RecoveryResolution                102      6.15%      1.278
ExhaustionPersistence        3      NeutralProcessing                 101     43.16%      0.896
NeutralProcessing            2      DestructiveRotation               101      3.15%      1.172
DecayToNeutral               1      ReassertionProcessing             100      6.73%      1.181
CompressionProcessing        6-10   NeutralProcessing                  98     39.68%      0.823
CompressionProcessing        2      ExhaustionPersistence              96      5.79%      1.083
NeutralProcessing            6-10   DestructiveRotation                90      3.12%      1.161
DestructiveRotation          1      MixedStructure                     89     10.66%      1.025
ExhaustionPersistence        1      ExhaustionPersistence              87      7.80%      1.459
NeutralProcessing            11-20  MixedStructure                     85      9.54%      0.917
DecayToNeutral               1      ExhaustionPersistence              81      5.45%      1.021
NeutralProcessing            5      ReassertionProcessing              81      6.80%      1.191
RecoveryResolution           2      CompressionProcessing              81     23.89%      1.298
RecoveryResolution           1      RecoveryResolution                 80      7.41%      1.541
CompressionProcessing        3      MixedStructure                     77      9.17%      0.881
NeutralProcessing            3      ExhaustionPersistence              77      4.39%      0.821
CompressionProcessing        2      ReassertionProcessing              76      4.58%      0.803
ReassertionProcessing        1      ExhaustionPersistence              76      4.32%      0.809
ReassertionProcessing        1      DecayToNeutral                     75      4.26%      1.012
CompressionProcessing        1      DestructiveRotation                74      2.53%      0.940
ExhaustionPersistence        2      CompressionProcessing              74     24.34%      1.323
ExhaustionPersistence        4      NeutralProcessing                  73     51.05%      1.059
DecayToNeutral               1      DecayToNeutral                     71      4.78%      1.134
DecayToNeutral               1      RecoveryResolution                 71      4.78%      0.994
ExhaustionPersistence        1      RecoveryResolution                 70      6.27%      1.304
NeutralProcessing            3      DecayToNeutral                     69      3.93%      0.933
RecoveryResolution           1      ExhaustionPersistence              67      6.21%      1.162
MixedStructure               2      CompressionProcessing              66     18.59%      1.010
NeutralProcessing            3      RecoveryResolution                 66      3.76%      0.782
CompressionProcessing        2      DecayToNeutral                     65      3.92%      0.930
CompressionProcessing        3      RecoveryResolution                 62      7.38%      1.534
NeutralProcessing            4      ExhaustionPersistence              62      4.73%      0.884
NeutralProcessing            5      ExhaustionPersistence              62      5.20%      0.973
CompressionProcessing        5      CompressionProcessing              60     21.28%      1.156
ReassertionProcessing        1      RecoveryResolution                 59      3.35%      0.697
MixedStructure               1      DestructiveRotation                56      1.72%      0.638
RecoveryResolution           3      CompressionProcessing              56     22.31%      1.212
DestructiveRotation          2      NeutralProcessing                  55     55.00%      1.141
ExhaustionPersistence        1      DecayToNeutral                     50      4.48%      1.063
ExhaustionPersistence        3      CompressionProcessing              50     21.37%      1.161
CompressionProcessing        6-10   CompressionProcessing              49     19.84%      1.078
NeutralProcessing            5      DecayToNeutral                     49      4.11%      0.975
DecayToNeutral               1      DestructiveRotation                48      3.23%      1.202
DestructiveRotation          1      ExhaustionPersistence              48      5.75%      1.076
CompressionProcessing        3      ExhaustionPersistence              47      5.60%      1.047
NeutralProcessing            4      DecayToNeutral                     46      3.51%      0.832
RecoveryResolution           1      DecayToNeutral                     46      4.26%      1.011
DestructiveRotation          1      DecayToNeutral                     45      5.39%      1.279
CompressionProcessing        2      DestructiveRotation                44      2.65%      0.986
ConstructiveEmergence        1      NeutralProcessing                  44     53.01%      1.100
NeutralProcessing            3      DestructiveRotation                44      2.51%      0.933
NeutralProcessing            5      RecoveryResolution                 44      3.69%      0.767
NeutralProcessing            21+    NeutralProcessing                  43     52.44%      1.088
NeutralProcessing            11-20  ExhaustionPersistence              42      4.71%      0.882
NeutralProcessing            11-20  RecoveryResolution                 42      4.71%      0.980
CompressionProcessing        4      MixedStructure                     41      7.77%      0.747
MixedStructure               2      MixedStructure                     41     11.55%      1.110
NeutralProcessing            11-20  ReassertionProcessing              41      4.60%      0.807
NeutralProcessing            4      DestructiveRotation                40      3.05%      1.134
CompressionProcessing        4      RecoveryResolution                 39      7.39%      1.535
DestructiveRotation          1      RecoveryResolution                 39      4.67%      0.971
DestructiveRotation          1      ReassertionProcessing              38      4.55%      0.798
CompressionProcessing        3      ReassertionProcessing              35      4.17%      0.730
NeutralProcessing            11-20  DecayToNeutral                     34      3.82%      0.905
ReassertionProcessing        1      DestructiveRotation                34      1.93%      0.719
CompressionProcessing        3      DecayToNeutral                     33      3.93%      0.932
CompressionProcessing        4      ExhaustionPersistence              33      6.25%      1.170
ReassertionProcessing        2      CompressionProcessing              33     13.92%      0.756
RecoveryResolution           1      DestructiveRotation                33      3.06%      1.137
RecoveryResolution           2      MixedStructure                     33      9.73%      0.936
ExhaustionPersistence        5      NeutralProcessing                  32     55.17%      1.145
CompressionProcessing        6-10   MixedStructure                     31     12.55%      1.207
NeutralProcessing            5      DestructiveRotation                31      2.60%      0.967
CompressionProcessing        3      DestructiveRotation                30      3.57%      1.328
ExhaustionPersistence        2      ExhaustionPersistence              30      9.87%      1.847
CompressionProcessing        6-10   ExhaustionPersistence              28     11.34%      2.121
ExhaustionPersistence        4      CompressionProcessing              27     18.88%      1.026
NeutralProcessing            4      RecoveryResolution                 27      2.06%      0.428
DestructiveRotation          1      DestructiveRotation                26      3.11%      1.158
ExhaustionPersistence        1      DestructiveRotation                26      2.33%      0.866
ReassertionProcessing        2      MixedStructure                     26     10.97%      1.055
RecoveryResolution           1      ReassertionProcessing              26      2.41%      0.422
RecoveryResolution           2      RecoveryResolution                 26      7.67%      1.594
CompressionProcessing        4      ReassertionProcessing              25      4.73%      0.830
MixedStructure               2      RecoveryResolution                 25      7.04%      1.464
CompressionProcessing        4      DecayToNeutral                     24      4.55%      1.078
CompressionProcessing        5      MixedStructure                     24      8.51%      0.818
ExhaustionPersistence        1      ReassertionProcessing              24      2.15%      0.377
CompressionProcessing        5      ReassertionProcessing              23      8.16%      1.430
ExhaustionPersistence        2      MixedStructure                     23      7.57%      0.727
ExhaustionPersistence        2      RecoveryResolution                 22      7.24%      1.504
RecoveryResolution           3      MixedStructure                     21      8.37%      0.804
RecoveryResolution           3      RecoveryResolution                 21      8.37%      1.739
RecoveryResolution           3      ExhaustionPersistence              20      7.97%      1.491
CompressionProcessing        5      ExhaustionPersistence              18      6.38%      1.194
MixedStructure               2      ExhaustionPersistence              18      5.07%      0.949
RecoveryResolution           2      ExhaustionPersistence              18      5.31%      0.994
CompressionProcessing        5      RecoveryResolution                 17      6.03%      1.253
DestructiveRotation          2      CompressionProcessing              17     17.00%      0.924
ExhaustionPersistence        3      MixedStructure                     17      7.26%      0.698
MixedStructure               2      DecayToNeutral                     17      4.79%      1.136
MixedStructure               3      NeutralProcessing                  17     40.48%      0.840
NeutralProcessing            11-20  DestructiveRotation                17      1.91%      0.710
RecoveryResolution           2      DecayToNeutral                     17      5.01%      1.190
CompressionProcessing        6-10   RecoveryResolution                 16      6.48%      1.347
ExhaustionPersistence        3      DecayToNeutral                     16      6.84%      1.622
ExhaustionPersistence        2      DecayToNeutral                     15      4.93%      1.171
ExhaustionPersistence        3      ExhaustionPersistence              15      6.41%      1.200
ReassertionProcessing        2      ReassertionProcessing              15      6.33%      1.110
ExhaustionPersistence        6-10   NeutralProcessing                  14     48.28%      1.002
MixedStructure               2      ReassertionProcessing              14      3.94%      0.691
NeutralProcessing            1      ConstructiveEmergence              14      0.25%      1.049
RecoveryResolution           3      DecayToNeutral                     14      5.58%      1.323
CompressionProcessing        4      DestructiveRotation                13      2.46%      0.916
ExhaustionPersistence        3      RecoveryResolution                 13      5.56%      1.155
ReassertionProcessing        2      DecayToNeutral                     13      5.49%      1.301
RecoveryResolution           2      DestructiveRotation                13      3.83%      1.426
RecoveryResolution           2      ReassertionProcessing              13      3.83%      0.672
CompressionProcessing        6-10   DecayToNeutral                     12      4.86%      1.153
ConstructiveEmergence        1      CompressionProcessing              11     13.25%      0.720
DestructiveRotation          2      MixedStructure                     11     11.00%      1.058
ExhaustionPersistence        3      ReassertionProcessing              11      4.70%      0.824
ExhaustionPersistence        2      DestructiveRotation                10      3.29%      1.223
ExhaustionPersistence        3      DestructiveRotation                10      4.27%      1.589
ExhaustionPersistence        4      MixedStructure                     10      6.99%      0.672
ExhaustionPersistence        5      CompressionProcessing              10     17.24%      0.937
MixedStructure               1      ConstructiveEmergence              10      0.31%      1.302
NeutralProcessing            21+    MixedStructure                     10     12.20%      1.172
RecoveryResolution           3      ReassertionProcessing              10      3.98%      0.698
ConstructiveEmergence        1      MixedStructure                      9     10.84%      1.042
ConstructiveEmergence        1      ReassertionProcessing               9     10.84%      1.901
ExhaustionPersistence        4      DecayToNeutral                      9      6.29%      1.493
ReassertionProcessing        2      DestructiveRotation                 9      3.80%      1.412
ReassertionProcessing        2      RecoveryResolution                  9      3.80%      0.789
RecoveryResolution           4      NeutralProcessing                   9     56.25%      1.167
CompressionProcessing        6-10   DestructiveRotation                 8      3.24%      1.204
DestructiveRotation          3      NeutralProcessing                   8     72.73%      1.509
ExhaustionPersistence        2      ReassertionProcessing               8      2.63%      0.461
MixedStructure               3      CompressionProcessing               8     19.05%      1.035
ReassertionProcessing        3      NeutralProcessing                   8     53.33%      1.107
CompressionProcessing        5      DecayToNeutral                      7      2.48%      0.589
ExhaustionPersistence        4      DestructiveRotation                 7      4.90%      1.820
ExhaustionPersistence        6-10   CompressionProcessing               7     24.14%      1.311
MixedStructure               3      MixedStructure                      7     16.67%      1.602
NeutralProcessing            2      ConstructiveEmergence               7      0.22%      0.928
NeutralProcessing            21+    CompressionProcessing               7      8.54%      0.464
CompressionProcessing        1      ConstructiveEmergence               6      0.20%      0.870
ExhaustionPersistence        4      ReassertionProcessing               6      4.20%      0.736
ExhaustionPersistence        4      RecoveryResolution                  6      4.20%      0.872
MixedStructure               2      DestructiveRotation                 6      1.69%      0.629
MixedStructure               4      NeutralProcessing                   6     75.00%      1.556
NeutralProcessing            21+    DecayToNeutral                      6      7.32%      1.736
NeutralProcessing            21+    ReassertionProcessing               6      7.32%      1.283
CompressionProcessing        5      DestructiveRotation                 5      1.77%      0.659
ExhaustionPersistence        1      ConstructiveEmergence               5      0.45%      1.903
ExhaustionPersistence        4      ExhaustionPersistence               5      3.50%      0.654
MixedStructure               3      ExhaustionPersistence               5     11.90%      2.228
NeutralProcessing            21+    RecoveryResolution                  5      6.10%      1.268
NeutralProcessing            3      ConstructiveEmergence               5      0.29%      1.211
NeutralProcessing            4      ConstructiveEmergence               5      0.38%      1.619
NeutralProcessing            6-10   ConstructiveEmergence               5      0.17%      0.736
ReassertionProcessing        1      ConstructiveEmergence               5      0.28%      1.207
ReassertionProcessing        2      ExhaustionPersistence               5      2.11%      0.395
RecoveryResolution           3      DestructiveRotation                 5      1.99%      0.741
CompressionProcessing        6-10   ReassertionProcessing               4      1.62%      0.284
DestructiveRotation          1      ConstructiveEmergence               4      0.48%      2.035
DestructiveRotation          2      DecayToNeutral                      4      4.00%      0.949
DestructiveRotation          2      DestructiveRotation                 4      4.00%      1.488
ExhaustionPersistence        5      ExhaustionPersistence               4      6.90%      1.291
ExhaustionPersistence        5      MixedStructure                      4      6.90%      0.663
NeutralProcessing            21+    ExhaustionPersistence               4      4.88%      0.913
ReassertionProcessing        3      CompressionProcessing               4     26.67%      1.449
RecoveryResolution           4      CompressionProcessing               4     25.00%      1.358
RecoveryResolution           6-10   NeutralProcessing                   4     80.00%      1.660
CompressionProcessing        11-20  NeutralProcessing                   3     60.00%      1.245
ConstructiveEmergence        1      ExhaustionPersistence               3      3.61%      0.676
ConstructiveEmergence        1      RecoveryResolution                  3      3.61%      0.751
DecayToNeutral               1      ConstructiveEmergence               3      0.20%      0.858
DestructiveRotation          2      ExhaustionPersistence               3      3.00%      0.561
DestructiveRotation          2      ReassertionProcessing               3      3.00%      0.526
DestructiveRotation          2      RecoveryResolution                  3      3.00%      0.624
ExhaustionPersistence        5      DecayToNeutral                      3      5.17%      1.227
ExhaustionPersistence        5      RecoveryResolution                  3      5.17%      1.075
ExhaustionPersistence        6-10   ExhaustionPersistence               3     10.34%      1.936
MixedStructure               3      RecoveryResolution                  3      7.14%      1.485
NeutralProcessing            5      ConstructiveEmergence               3      0.25%      1.069
RecoveryResolution           5      CompressionProcessing               3     50.00%      2.717
RecoveryResolution           5      NeutralProcessing                   3     50.00%      1.037
ConstructiveEmergence        1      DecayToNeutral                      2      2.41%      0.572
ConstructiveEmergence        1      DestructiveRotation                 2      2.41%      0.896
DestructiveRotation          3      MixedStructure                      2     18.18%      1.748
ExhaustionPersistence        5      DestructiveRotation                 2      3.45%      1.282
ExhaustionPersistence        6-10   MixedStructure                      2      6.90%      0.663
NeutralProcessing            11-20  ConstructiveEmergence               2      0.22%      0.953
ReassertionProcessing        3      MixedStructure                      2     13.33%      1.282
RecoveryResolution           2      ConstructiveEmergence               2      0.59%      2.506
CompressionProcessing        11-20  CompressionProcessing               1     20.00%      1.087
CompressionProcessing        11-20  DestructiveRotation                 1     20.00%      7.438
CompressionProcessing        2      ConstructiveEmergence               1      0.06%      0.256
CompressionProcessing        5      ConstructiveEmergence               1      0.35%      1.506
CompressionProcessing        6-10   ConstructiveEmergence               1      0.40%      1.720
DestructiveRotation          3      RecoveryResolution                  1      9.09%      1.890
DestructiveRotation          4      NeutralProcessing                   1    100.00%      2.075
ExhaustionPersistence        2      ConstructiveEmergence               1      0.33%      1.397
ExhaustionPersistence        3      ConstructiveEmergence               1      0.43%      1.815
ExhaustionPersistence        6-10   DecayToNeutral                      1      3.45%      0.818
ExhaustionPersistence        6-10   ReassertionProcessing               1      3.45%      0.605
ExhaustionPersistence        6-10   RecoveryResolution                  1      3.45%      0.717
MixedStructure               2      ConstructiveEmergence               1      0.28%      1.197
MixedStructure               3      DestructiveRotation                 1      2.38%      0.885
MixedStructure               3      ReassertionProcessing               1      2.38%      0.417
MixedStructure               4      ExhaustionPersistence               1     12.50%      2.339
MixedStructure               4      MixedStructure                      1     12.50%      1.202
MixedStructure               5      NeutralProcessing                   1    100.00%      2.075
NeutralProcessing            21+    DestructiveRotation                 1      1.22%      0.454
ReassertionProcessing        3      DecayToNeutral                      1      6.67%      1.582
RecoveryResolution           1      ConstructiveEmergence               1      0.09%      0.394
RecoveryResolution           4      DestructiveRotation                 1      6.25%      2.324
RecoveryResolution           4      ExhaustionPersistence               1      6.25%      1.170
RecoveryResolution           4      MixedStructure                      1      6.25%      0.601
RecoveryResolution           6-10   CompressionProcessing               1     20.00%      1.087
