APVA Transition Context Matrix Study v0.1 - Aggregate
Research only. No trades, entries/exits, optimization, fitting, or machine learning.
Instruments: 6E, CL, NQ

Aggregate Baseline Table
CurrentState | AgeBucket | Horizon | NextState | Count_6E | Prob_6E | Lift_6E | Count_CL | Prob_CL | Lift_CL | Count_NQ | Prob_NQ | Lift_NQ | ValidInstrumentCount | MeanProbability | MeanLift
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+1 | DestructiveRotation | 23 | 1.86% | 0.6927 | 1.5311 | -3.29% | 1 | 0.93% | 0.2985 | 1.5429 | -6.54% | 0 | N/A | N/A | N/A | N/A | 2 | 1.40% | 0.4956 | 1.5370 | -4.91%
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+1 | ExhaustionPersistence | 179 | 14.49% | 2.7125 | 1.5311 | -3.29% | 6 | 5.61% | 0.8548 | 1.5429 | -6.54% | 12 | 20.69% | 3.7299 | 1.6379 | -13.79% | 3 | 13.60% | 2.4324 | 1.5706 | -7.87%
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+1 | MixedStructure | 99 | 8.02% | 0.7701 | 1.5311 | -3.29% | 10 | 9.35% | 0.8011 | 1.5429 | -6.54% | 7 | 12.07% | 1.0828 | 1.6379 | -13.79% | 3 | 9.81% | 0.8847 | 1.5706 | -7.87%
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+1 | NeutralProcessing | 648 | 52.47% | 1.0888 | 1.5311 | -3.29% | 56 | 52.34% | 1.0987 | 1.5429 | -6.54% | 23 | 39.66% | 0.7838 | 1.6379 | -13.79% | 3 | 48.15% | 0.9904 | 1.5706 | -7.87%
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+1 | ReassertionProcessing | 29 | 2.35% | 0.4117 | 1.5311 | -3.29% | 4 | 3.74% | 0.4845 | 1.5429 | -6.54% | 2 | 3.45% | 0.3716 | 1.6379 | -13.79% | 3 | 3.18% | 0.4226 | 1.5706 | -7.87%
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+1 | RecoveryResolution | 128 | 10.36% | 2.1547 | 1.5311 | -3.29% | 16 | 14.95% | 2.5075 | 1.5429 | -6.54% | 4 | 6.90% | 1.9564 | 1.6379 | -13.79% | 3 | 10.74% | 2.2062 | 1.5706 | -7.87%
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+2 | CompressionProcessing | 146 | 11.82% | 0.6423 | 1.5075 | -3.29% | 15 | 14.02% | 1.0742 | 1.5156 | -6.54% | 4 | 6.90% | 0.6486 | 1.8186 | -13.79% | 3 | 10.91% | 0.7884 | 1.6139 | -7.87%
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+2 | ConstructiveEmergence | 1 | 0.08% | 0.3440 | 1.5075 | -3.29% | 1 | 0.93% | 2.0888 | 1.5156 | -6.54% | 1 | 1.72% | 2.3744 | 1.8186 | -13.79% | 3 | 0.91% | 1.6024 | 1.6139 | -7.87%
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+2 | DecayToNeutral | 39 | 3.16% | 0.7493 | 1.5075 | -3.29% | 2 | 1.87% | 0.4867 | 1.5156 | -6.54% | 3 | 5.17% | 1.1596 | 1.8186 | -13.79% | 3 | 3.40% | 0.7985 | 1.6139 | -7.87%
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+2 | DestructiveRotation | 23 | 1.86% | 0.6926 | 1.5075 | -3.29% | 1 | 0.93% | 0.2984 | 1.5156 | -6.54% | 4 | 6.90% | 1.6831 | 1.8186 | -13.79% | 3 | 3.23% | 0.8914 | 1.6139 | -7.87%
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+2 | ExhaustionPersistence | 56 | 4.53% | 0.8486 | 1.5075 | -3.29% | 4 | 3.74% | 0.5697 | 1.5156 | -6.54% | 4 | 6.90% | 1.2427 | 1.8186 | -13.79% | 3 | 5.06% | 0.8870 | 1.6139 | -7.87%
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+2 | MixedStructure | 213 | 17.25% | 1.6574 | 1.5075 | -3.29% | 20 | 18.69% | 1.6068 | 1.5156 | -6.54% | 9 | 15.52% | 1.3980 | 1.8186 | -13.79% | 3 | 17.15% | 1.5540 | 1.6139 | -7.87%
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+2 | NeutralProcessing | 643 | 52.06% | 1.0803 | 1.5075 | -3.29% | 53 | 49.53% | 1.0395 | 1.5156 | -6.54% | 24 | 41.38% | 0.8174 | 1.8186 | -13.79% | 3 | 47.66% | 0.9791 | 1.6139 | -7.87%
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+2 | ReassertionProcessing | 66 | 5.34% | 0.9370 | 1.5075 | -3.29% | 8 | 7.48% | 0.9687 | 1.5156 | -6.54% | 6 | 10.34% | 1.1142 | 1.8186 | -13.79% | 3 | 7.72% | 1.0066 | 1.6139 | -7.87%
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+2 | RecoveryResolution | 48 | 3.89% | 0.8080 | 1.5075 | -3.29% | 3 | 2.80% | 0.4700 | 1.5156 | -6.54% | 3 | 5.17% | 1.4665 | 1.8186 | -13.79% | 3 | 3.95% | 0.9148 | 1.6139 | -7.87%
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+3 | CompressionProcessing | 211 | 17.09% | 0.9283 | 1.8702 | -3.29% | 20 | 18.69% | 1.4318 | 1.8665 | -6.54% | 9 | 15.52% | 1.4586 | 1.8511 | -13.79% | 3 | 17.10% | 1.2729 | 1.8626 | -7.87%
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+3 | ConstructiveEmergence | 1 | 0.08% | 0.3440 | 1.8702 | -3.29% | 0 | N/A | N/A | N/A | N/A | 1 | 1.72% | 2.3732 | 1.8511 | -13.79% | 2 | 0.90% | 1.3586 | 1.8606 | -8.54%
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+3 | DecayToNeutral | 143 | 11.58% | 2.7472 | 1.8702 | -3.29% | 12 | 11.21% | 2.9192 | 1.8665 | -6.54% | 8 | 13.79% | 3.0906 | 1.8511 | -13.79% | 3 | 12.20% | 2.9190 | 1.8626 | -7.87%
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+3 | DestructiveRotation | 55 | 4.45% | 1.6563 | 1.8702 | -3.29% | 1 | 0.93% | 0.2983 | 1.8665 | -6.54% | 3 | 5.17% | 1.2617 | 1.8511 | -13.79% | 3 | 3.52% | 1.0721 | 1.8626 | -7.87%
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+3 | ExhaustionPersistence | 85 | 6.88% | 1.2880 | 1.8702 | -3.29% | 9 | 8.41% | 1.2813 | 1.8665 | -6.54% | 3 | 5.17% | 0.9315 | 1.8511 | -13.79% | 3 | 6.82% | 1.1669 | 1.8626 | -7.87%
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+3 | MixedStructure | 227 | 18.38% | 1.7667 | 1.8702 | -3.29% | 22 | 20.56% | 1.7725 | 1.8665 | -6.54% | 12 | 20.69% | 1.8718 | 1.8511 | -13.79% | 3 | 19.88% | 1.8037 | 1.8626 | -7.87%
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+3 | NeutralProcessing | 378 | 30.61% | 0.6351 | 1.8702 | -3.29% | 27 | 25.23% | 0.5294 | 1.8665 | -6.54% | 18 | 31.03% | 0.6127 | 1.8511 | -13.79% | 3 | 28.96% | 0.5924 | 1.8626 | -7.87%
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+3 | ReassertionProcessing | 57 | 4.62% | 0.8092 | 1.8702 | -3.29% | 10 | 9.35% | 1.2104 | 1.8665 | -6.54% | 1 | 1.72% | 0.1856 | 1.8511 | -13.79% | 3 | 5.23% | 0.7351 | 1.8626 | -7.87%
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+3 | RecoveryResolution | 78 | 6.32% | 1.3129 | 1.8702 | -3.29% | 6 | 5.61% | 0.9396 | 1.8665 | -6.54% | 3 | 5.17% | 1.4658 | 1.8511 | -13.79% | 3 | 5.70% | 1.2394 | 1.8626 | -7.87%
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+5 | CompressionProcessing | 269 | 21.78% | 1.1834 | 1.5551 | -3.29% | 16 | 14.95% | 1.1446 | 1.6090 | -6.54% | 12 | 20.69% | 1.9428 | 1.7254 | -13.79% | 3 | 19.14% | 1.4236 | 1.6298 | -7.87%
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+5 | ConstructiveEmergence | 6 | 0.49% | 2.0636 | 1.5551 | -3.29% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 0.49% | 2.0636 | 1.5551 | -3.29%
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+5 | DecayToNeutral | 51 | 4.13% | 0.9797 | 1.5551 | -3.29% | 2 | 1.87% | 0.4862 | 1.6090 | -6.54% | 4 | 6.90% | 1.5437 | 1.7254 | -13.79% | 3 | 4.30% | 1.0032 | 1.6298 | -7.87%
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+5 | DestructiveRotation | 15 | 1.21% | 0.4517 | 1.5551 | -3.29% | 3 | 2.80% | 0.8942 | 1.6090 | -6.54% | 6 | 10.34% | 2.5207 | 1.7254 | -13.79% | 3 | 4.79% | 1.2889 | 1.6298 | -7.87%
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+5 | ExhaustionPersistence | 61 | 4.94% | 0.9243 | 1.5551 | -3.29% | 6 | 5.61% | 0.8535 | 1.6090 | -6.54% | 2 | 3.45% | 0.6204 | 1.7254 | -13.79% | 3 | 4.67% | 0.7994 | 1.6298 | -7.87%
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+5 | MixedStructure | 113 | 9.15% | 0.8797 | 1.5551 | -3.29% | 9 | 8.41% | 0.7269 | 1.6090 | -6.54% | 8 | 13.79% | 1.2524 | 1.7254 | -13.79% | 3 | 10.45% | 0.9530 | 1.6298 | -7.87%
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+5 | NeutralProcessing | 599 | 48.50% | 1.0064 | 1.5551 | -3.29% | 52 | 48.60% | 1.0195 | 1.6090 | -6.54% | 22 | 37.93% | 0.7489 | 1.7254 | -13.79% | 3 | 45.01% | 0.9249 | 1.6298 | -7.87%
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+5 | ReassertionProcessing | 49 | 3.97% | 0.6956 | 1.5551 | -3.29% | 9 | 8.41% | 1.0886 | 1.6090 | -6.54% | 3 | 5.17% | 0.5563 | 1.7254 | -13.79% | 3 | 5.85% | 0.7801 | 1.6298 | -7.87%
ContextPath3 | NeutralProcessing->NeutralProcessing->MixedStructure+Age1 | t+5 | RecoveryResolution | 72 | 5.83% | 1.2119 | 1.5551 | -3.29% | 10 | 9.35% | 1.5648 | 1.6090 | -6.54% | 1 | 1.72% | 0.4881 | 1.7254 | -13.79% | 3 | 5.63% | 1.0883 | 1.6298 | -7.87%
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+1 | CompressionProcessing | 46 | 5.16% | 0.2805 | 0.8432 | 0.97% | 2 | 6.67% | 0.5110 | 1.1205 | 7.41% | 2 | 5.41% | 0.5086 | 1.0988 | 2.70% | 3 | 5.74% | 0.4334 | 1.0208 | 3.70%
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+1 | ConstructiveEmergence | 1 | 0.11% | 0.4768 | 0.8432 | 0.97% | 0 | N/A | N/A | N/A | N/A | 1 | 2.70% | 3.7239 | 1.0988 | 2.70% | 2 | 1.41% | 2.1004 | 0.9710 | 1.84%
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+1 | ExhaustionPersistence | 7 | 0.79% | 0.1470 | 0.8432 | 0.97% | 1 | 3.33% | 0.5081 | 1.1205 | 7.41% | 1 | 2.70% | 0.4872 | 1.0988 | 2.70% | 3 | 2.27% | 0.3808 | 1.0208 | 3.70%
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+1 | MixedStructure | 79 | 8.87% | 0.8518 | 0.8432 | 0.97% | 4 | 13.33% | 1.1429 | 1.1205 | 7.41% | 4 | 10.81% | 0.9700 | 1.0988 | 2.70% | 3 | 11.00% | 0.9882 | 1.0208 | 3.70%
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+1 | NeutralProcessing | 688 | 77.22% | 1.6023 | 0.8432 | 0.97% | 19 | 63.33% | 1.3296 | 1.1205 | 7.41% | 25 | 67.57% | 1.3354 | 1.0988 | 2.70% | 3 | 69.37% | 1.4224 | 1.0208 | 3.70%
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+1 | ReassertionProcessing | 61 | 6.85% | 1.2004 | 0.8432 | 0.97% | 4 | 13.33% | 1.7282 | 1.1205 | 7.41% | 4 | 10.81% | 1.1650 | 1.0988 | 2.70% | 3 | 10.33% | 1.3645 | 1.0208 | 3.70%
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+1 | RecoveryResolution | 9 | 1.01% | 0.2100 | 0.8432 | 0.97% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 1.01% | 0.2100 | 0.8432 | 0.97%
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+2 | CompressionProcessing | 71 | 7.97% | 0.4330 | 1.1916 | 0.97% | 3 | 10.00% | 0.7663 | 1.5605 | 7.41% | 4 | 10.81% | 1.0167 | 1.4766 | 2.70% | 3 | 9.59% | 0.7387 | 1.4096 | 3.70%
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+2 | ConstructiveEmergence | 1 | 0.11% | 0.4768 | 1.1916 | 0.97% | 1 | 3.33% | 7.4500 | 1.5605 | 7.41% | 1 | 2.70% | 3.7220 | 1.4766 | 2.70% | 3 | 2.05% | 3.8829 | 1.4096 | 3.70%
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+2 | DecayToNeutral | 19 | 2.13% | 0.5060 | 1.1916 | 0.97% | 2 | 6.67% | 1.7359 | 1.5605 | 7.41% | 1 | 2.70% | 0.6059 | 1.4766 | 2.70% | 3 | 3.83% | 0.9493 | 1.4096 | 3.70%
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+2 | DestructiveRotation | 4 | 0.45% | 0.1670 | 1.1916 | 0.97% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 0.45% | 0.1670 | 1.1916 | 0.97%
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+2 | ExhaustionPersistence | 25 | 2.81% | 0.5251 | 1.1916 | 0.97% | 1 | 3.33% | 0.5080 | 1.5605 | 7.41% | 2 | 5.41% | 0.9740 | 1.4766 | 2.70% | 3 | 3.85% | 0.6690 | 1.4096 | 3.70%
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+2 | MixedStructure | 95 | 10.66% | 1.0246 | 1.1916 | 0.97% | 5 | 16.67% | 1.4327 | 1.5605 | 7.41% | 5 | 13.51% | 1.2175 | 1.4766 | 2.70% | 3 | 13.61% | 1.2249 | 1.4096 | 3.70%
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+2 | NeutralProcessing | 595 | 66.78% | 1.3856 | 1.1916 | 0.97% | 14 | 46.67% | 0.9793 | 1.5605 | 7.41% | 19 | 51.35% | 1.0144 | 1.4766 | 2.70% | 3 | 54.93% | 1.1265 | 1.4096 | 3.70%
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+2 | ReassertionProcessing | 62 | 6.96% | 1.2200 | 1.1916 | 0.97% | 4 | 13.33% | 1.7275 | 1.5605 | 7.41% | 5 | 13.51% | 1.4555 | 1.4766 | 2.70% | 3 | 11.27% | 1.4677 | 1.4096 | 3.70%
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+2 | RecoveryResolution | 19 | 2.13% | 0.4433 | 1.1916 | 0.97% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 2.13% | 0.4433 | 1.1916 | 0.97%
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+3 | CompressionProcessing | 97 | 10.89% | 0.5915 | 1.2965 | 0.97% | 2 | 6.67% | 0.5107 | 1.5133 | 7.41% | 5 | 13.51% | 1.2703 | 1.4766 | 2.70% | 3 | 10.36% | 0.7908 | 1.4288 | 3.70%
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+3 | DecayToNeutral | 20 | 2.24% | 0.5326 | 1.2965 | 0.97% | 1 | 3.33% | 0.8676 | 1.5133 | 7.41% | 0 | N/A | N/A | N/A | N/A | 2 | 2.79% | 0.7001 | 1.4049 | 4.19%
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+3 | DestructiveRotation | 16 | 1.80% | 0.6679 | 1.2965 | 0.97% | 0 | N/A | N/A | N/A | N/A | 1 | 2.70% | 0.6593 | 1.4766 | 2.70% | 2 | 2.25% | 0.6636 | 1.3866 | 1.84%
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+3 | ExhaustionPersistence | 29 | 3.25% | 0.6091 | 1.2965 | 0.97% | 2 | 6.67% | 1.0155 | 1.5133 | 7.41% | 2 | 5.41% | 0.9735 | 1.4766 | 2.70% | 3 | 5.11% | 0.8660 | 1.4288 | 3.70%
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+3 | MixedStructure | 81 | 9.09% | 0.8738 | 1.2965 | 0.97% | 7 | 23.33% | 2.0115 | 1.5133 | 7.41% | 5 | 13.51% | 1.2226 | 1.4766 | 2.70% | 3 | 15.31% | 1.3693 | 1.4288 | 3.70%
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+3 | NeutralProcessing | 566 | 63.52% | 1.3181 | 1.2965 | 0.97% | 14 | 46.67% | 0.9790 | 1.5133 | 7.41% | 19 | 51.35% | 1.0139 | 1.4766 | 2.70% | 3 | 53.85% | 1.1036 | 1.4288 | 3.70%
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+3 | ReassertionProcessing | 52 | 5.84% | 1.0232 | 1.2965 | 0.97% | 3 | 10.00% | 1.2952 | 1.5133 | 7.41% | 4 | 10.81% | 1.1638 | 1.4766 | 2.70% | 3 | 8.88% | 1.1607 | 1.4288 | 3.70%
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+3 | RecoveryResolution | 30 | 3.37% | 0.6999 | 1.2965 | 0.97% | 1 | 3.33% | 0.5585 | 1.5133 | 7.41% | 0 | N/A | N/A | N/A | N/A | 2 | 3.35% | 0.6292 | 1.4049 | 4.19%
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+5 | CompressionProcessing | 159 | 17.85% | 0.9695 | 1.5130 | 0.97% | 2 | 6.67% | 0.5103 | 1.5872 | 7.41% | 8 | 21.62% | 2.0303 | 1.5162 | 2.70% | 3 | 15.38% | 1.1700 | 1.5388 | 3.70%
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+5 | ConstructiveEmergence | 2 | 0.22% | 0.9534 | 1.5130 | 0.97% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 0.22% | 0.9534 | 1.5130 | 0.97%
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+5 | DecayToNeutral | 34 | 3.82% | 0.9053 | 1.5130 | 0.97% | 1 | 3.33% | 0.8670 | 1.5872 | 7.41% | 0 | N/A | N/A | N/A | N/A | 2 | 3.57% | 0.8862 | 1.5501 | 4.19%
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+5 | DestructiveRotation | 17 | 1.91% | 0.7096 | 1.5130 | 0.97% | 0 | N/A | N/A | N/A | N/A | 2 | 5.41% | 1.3171 | 1.5162 | 2.70% | 2 | 3.66% | 1.0133 | 1.5146 | 1.84%
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+5 | ExhaustionPersistence | 42 | 4.71% | 0.8821 | 1.5130 | 0.97% | 7 | 23.33% | 3.5517 | 1.5872 | 7.41% | 2 | 5.41% | 0.9725 | 1.5162 | 2.70% | 3 | 11.15% | 1.8021 | 1.5388 | 3.70%
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+5 | MixedStructure | 85 | 9.54% | 0.9172 | 1.5130 | 0.97% | 2 | 6.67% | 0.5761 | 1.5872 | 7.41% | 2 | 5.41% | 0.4908 | 1.5162 | 2.70% | 3 | 7.20% | 0.6614 | 1.5388 | 3.70%
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+5 | NeutralProcessing | 469 | 52.64% | 1.0922 | 1.5130 | 0.97% | 13 | 43.33% | 0.9091 | 1.5872 | 7.41% | 18 | 48.65% | 0.9605 | 1.5162 | 2.70% | 3 | 48.21% | 0.9873 | 1.5388 | 3.70%
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+5 | ReassertionProcessing | 41 | 4.60% | 0.8067 | 1.5130 | 0.97% | 2 | 6.67% | 0.8628 | 1.5872 | 7.41% | 3 | 8.11% | 0.8720 | 1.5162 | 2.70% | 3 | 6.46% | 0.8472 | 1.5388 | 3.70%
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age11-20 | t+5 | RecoveryResolution | 42 | 4.71% | 0.9799 | 1.5130 | 0.97% | 3 | 10.00% | 1.6744 | 1.5872 | 7.41% | 2 | 5.41% | 1.5302 | 1.5162 | 2.70% | 3 | 6.71% | 1.3948 | 1.5388 | 3.70%
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age21+ | t+1 | CompressionProcessing | 4 | 4.88% | 0.2651 | 0.7959 | -2.94% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 4.88% | 0.2651 | 0.7959 | -2.94%
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age21+ | t+1 | ExhaustionPersistence | 1 | 1.22% | 0.2282 | 0.7959 | -2.94% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 1.22% | 0.2282 | 0.7959 | -2.94%
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age21+ | t+1 | MixedStructure | 7 | 8.54% | 0.8201 | 0.7959 | -2.94% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 8.54% | 0.8201 | 0.7959 | -2.94%
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age21+ | t+1 | NeutralProcessing | 64 | 78.05% | 1.6195 | 0.7959 | -2.94% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 78.05% | 1.6195 | 0.7959 | -2.94%
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age21+ | t+1 | ReassertionProcessing | 6 | 7.32% | 1.2829 | 0.7959 | -2.94% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 7.32% | 1.2829 | 0.7959 | -2.94%
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age21+ | t+2 | CompressionProcessing | 3 | 3.66% | 0.1988 | 0.9431 | -2.94% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 3.66% | 0.1988 | 0.9431 | -2.94%
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age21+ | t+2 | DecayToNeutral | 1 | 1.22% | 0.2894 | 0.9431 | -2.94% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 1.22% | 0.2894 | 0.9431 | -2.94%
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age21+ | t+2 | ExhaustionPersistence | 2 | 2.44% | 0.4564 | 0.9431 | -2.94% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 2.44% | 0.4564 | 0.9431 | -2.94%
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age21+ | t+2 | MixedStructure | 10 | 12.20% | 1.1719 | 0.9431 | -2.94% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 12.20% | 1.1719 | 0.9431 | -2.94%
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age21+ | t+2 | NeutralProcessing | 61 | 74.39% | 1.5436 | 0.9431 | -2.94% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 74.39% | 1.5436 | 0.9431 | -2.94%
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age21+ | t+2 | ReassertionProcessing | 4 | 4.88% | 0.8552 | 0.9431 | -2.94% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 4.88% | 0.8552 | 0.9431 | -2.94%
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age21+ | t+2 | RecoveryResolution | 1 | 1.22% | 0.2535 | 0.9431 | -2.94% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 1.22% | 0.2535 | 0.9431 | -2.94%
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age21+ | t+3 | CompressionProcessing | 5 | 6.10% | 0.3313 | 1.2570 | -2.94% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 6.10% | 0.3313 | 1.2570 | -2.94%
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age21+ | t+3 | DecayToNeutral | 2 | 2.44% | 0.5787 | 1.2570 | -2.94% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 2.44% | 0.5787 | 1.2570 | -2.94%
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age21+ | t+3 | ExhaustionPersistence | 4 | 4.88% | 0.9129 | 1.2570 | -2.94% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 4.88% | 0.9129 | 1.2570 | -2.94%
ContextPath3 | NeutralProcessing->NeutralProcessing->NeutralProcessing+Age21+ | t+3 | MixedStructure | 13 | 15.85% | 1.5239 | 1.2570 | -2.94% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 15.85% | 1.5239 | 1.2570 | -2.94%
