APVA Junction Audit Study v0.1 - Aggregate
============================================================================================================
Instruments: 6E, CL, NQ

Aggregate Junction Candidate Table
CurrentNode | Count | BaseDominantNextNode | BaseDominantProbability | PreviousNodeGain | BranchEntropy | ReplicationCount
RecoveryResolution_Age1 | 1219 | CompressionProcessing_Age1 | 55.70% | 32.57% | 0.9484 | 3
ReassertionProcessing_Age1 | 2080 | NeutralProcessing_Age1 | 40.58% | 15.14% | 1.3785 | 3
DestructiveRotation_Age1 | 970 | DecayToNeutral_Age1 | 29.48% | 14.43% | 1.8058 | 3
MixedStructure_Age1 | 3726 | NeutralProcessing_Age1 | 37.55% | 8.29% | 1.7596 | 3
ConstructiveEmergence_Age1 | 109 | MixedStructure_Age1 | 48.62% | 5.50% | 1.1479 | 3
ExhaustionPersistence_Age1 | 1264 | ExhaustionPersistence_Age2 | 28.01% | 5.46% | 1.6768 | 3
ExhaustionPersistence_Age6-10 | 38 | ExhaustionPersistence_Age6-10 | 39.47% | 5.26% | 1.4974 | 3
CompressionProcessing_Age1 | 3194 | CompressionProcessing_Age2 | 56.42% | 5.10% | 1.1164 | 3

Aggregate Base Branch Profile Table
CurrentNode | NextNode | Count | Probability | Rank
CompressionProcessing_Age1 | CompressionProcessing_Age2 | 1802 | 56.42% | 1
CompressionProcessing_Age1 | NeutralProcessing_Age1 | 973 | 30.46% | 2
CompressionProcessing_Age1 | ExhaustionPersistence_Age1 | 198 | 6.20% | 3
CompressionProcessing_Age1 | RecoveryResolution_Age1 | 144 | 4.51% | 4
CompressionProcessing_Age1 | MixedStructure_Age1 | 32 | 1.00% | 5
CompressionProcessing_Age1 | DestructiveRotation_Age1 | 22 | 0.69% | 6
CompressionProcessing_Age1 | ReassertionProcessing_Age1 | 19 | 0.59% | 7
CompressionProcessing_Age1 | DecayToNeutral_Age1 | 4 | 0.13% | 8
ConstructiveEmergence_Age1 | MixedStructure_Age1 | 53 | 48.62% | 1
ConstructiveEmergence_Age1 | NeutralProcessing_Age1 | 35 | 32.11% | 2
ConstructiveEmergence_Age1 | DecayToNeutral_Age1 | 15 | 13.76% | 3
ConstructiveEmergence_Age1 | CompressionProcessing_Age1 | 6 | 5.50% | 4
DestructiveRotation_Age1 | DecayToNeutral_Age1 | 286 | 29.48% | 1
DestructiveRotation_Age1 | NeutralProcessing_Age1 | 269 | 27.73% | 2
DestructiveRotation_Age1 | DestructiveRotation_Age2 | 123 | 12.68% | 3
DestructiveRotation_Age1 | ExhaustionPersistence_Age1 | 108 | 11.13% | 4
DestructiveRotation_Age1 | ReassertionProcessing_Age1 | 59 | 6.08% | 5
DestructiveRotation_Age1 | RecoveryResolution_Age1 | 49 | 5.05% | 6
DestructiveRotation_Age1 | MixedStructure_Age1 | 45 | 4.64% | 7
DestructiveRotation_Age1 | CompressionProcessing_Age1 | 28 | 2.89% | 8
DestructiveRotation_Age1 | ConstructiveEmergence_Age1 | 3 | 0.31% | 9
ExhaustionPersistence_Age1 | ExhaustionPersistence_Age2 | 354 | 28.01% | 1
ExhaustionPersistence_Age1 | RecoveryResolution_Age1 | 274 | 21.68% | 2
ExhaustionPersistence_Age1 | DecayToNeutral_Age1 | 246 | 19.46% | 3
ExhaustionPersistence_Age1 | NeutralProcessing_Age1 | 181 | 14.32% | 4
ExhaustionPersistence_Age1 | CompressionProcessing_Age1 | 155 | 12.26% | 5
ExhaustionPersistence_Age1 | DestructiveRotation_Age1 | 54 | 4.27% | 6
ExhaustionPersistence_Age6-10 | ExhaustionPersistence_Age6-10 | 15 | 39.47% | 1
ExhaustionPersistence_Age6-10 | DecayToNeutral_Age1 | 10 | 26.32% | 2
ExhaustionPersistence_Age6-10 | NeutralProcessing_Age1 | 6 | 15.79% | 3
ExhaustionPersistence_Age6-10 | RecoveryResolution_Age1 | 4 | 10.53% | 4
ExhaustionPersistence_Age6-10 | DestructiveRotation_Age1 | 2 | 5.26% | 5
ExhaustionPersistence_Age6-10 | CompressionProcessing_Age1 | 1 | 2.63% | 6
MixedStructure_Age1 | NeutralProcessing_Age1 | 1399 | 37.55% | 1
MixedStructure_Age1 | DecayToNeutral_Age1 | 741 | 19.89% | 2
MixedStructure_Age1 | ExhaustionPersistence_Age1 | 462 | 12.40% | 3
MixedStructure_Age1 | MixedStructure_Age2 | 410 | 11.00% | 4
MixedStructure_Age1 | RecoveryResolution_Age1 | 344 | 9.23% | 5
MixedStructure_Age1 | ReassertionProcessing_Age1 | 174 | 4.67% | 6
MixedStructure_Age1 | CompressionProcessing_Age1 | 100 | 2.68% | 7
MixedStructure_Age1 | DestructiveRotation_Age1 | 72 | 1.93% | 8
MixedStructure_Age1 | ConstructiveEmergence_Age1 | 24 | 0.64% | 9
ReassertionProcessing_Age1 | NeutralProcessing_Age1 | 844 | 40.58% | 1
ReassertionProcessing_Age1 | MixedStructure_Age1 | 673 | 32.36% | 2
ReassertionProcessing_Age1 | ReassertionProcessing_Age2 | 300 | 14.42% | 3
ReassertionProcessing_Age1 | DestructiveRotation_Age1 | 145 | 6.97% | 4
ReassertionProcessing_Age1 | CompressionProcessing_Age1 | 105 | 5.05% | 5
ReassertionProcessing_Age1 | ConstructiveEmergence_Age1 | 13 | 0.62% | 6
RecoveryResolution_Age1 | CompressionProcessing_Age1 | 679 | 55.70% | 1
RecoveryResolution_Age1 | RecoveryResolution_Age2 | 390 | 31.99% | 2
RecoveryResolution_Age1 | NeutralProcessing_Age1 | 150 | 12.31% | 3

Aggregate Conditional Branch Table
PreviousNode | CurrentNode | NextNode | Count | ConditionalProbability | BaseProbability | ProbabilityDelta | DominantBranchChanged
CompressionProcessing_Age3 | MixedStructure_Age1 | RecoveryResolution_Age1 | 1 | 5.56% | 9.23% | -3.68% | False
CompressionProcessing_Age4 | MixedStructure_Age1 | DecayToNeutral_Age1 | 10 | 41.67% | 19.89% | 21.78% | True
CompressionProcessing_Age4 | MixedStructure_Age1 | MixedStructure_Age2 | 5 | 20.83% | 11.00% | 9.83% | True
CompressionProcessing_Age4 | MixedStructure_Age1 | ExhaustionPersistence_Age1 | 4 | 16.67% | 12.40% | 4.27% | True
CompressionProcessing_Age4 | MixedStructure_Age1 | NeutralProcessing_Age1 | 2 | 8.33% | 37.55% | -29.21% | True
CompressionProcessing_Age4 | MixedStructure_Age1 | RecoveryResolution_Age1 | 2 | 8.33% | 9.23% | -0.90% | True
CompressionProcessing_Age4 | MixedStructure_Age1 | ReassertionProcessing_Age1 | 1 | 4.17% | 4.67% | -0.50% | True
CompressionProcessing_Age5 | MixedStructure_Age1 | DecayToNeutral_Age1 | 6 | 42.86% | 19.89% | 22.97% | True
CompressionProcessing_Age5 | MixedStructure_Age1 | ExhaustionPersistence_Age1 | 2 | 14.29% | 12.40% | 1.89% | True
CompressionProcessing_Age5 | MixedStructure_Age1 | NeutralProcessing_Age1 | 2 | 14.29% | 37.55% | -23.26% | True
CompressionProcessing_Age5 | MixedStructure_Age1 | ReassertionProcessing_Age1 | 2 | 14.29% | 4.67% | 9.62% | True
CompressionProcessing_Age5 | MixedStructure_Age1 | MixedStructure_Age2 | 1 | 7.14% | 11.00% | -3.86% | True
CompressionProcessing_Age5 | MixedStructure_Age1 | RecoveryResolution_Age1 | 1 | 7.14% | 9.23% | -2.09% | True
CompressionProcessing_Age6-10 | MixedStructure_Age1 | DecayToNeutral_Age1 | 7 | 41.18% | 19.89% | 21.29% | True
CompressionProcessing_Age6-10 | MixedStructure_Age1 | ExhaustionPersistence_Age1 | 4 | 23.53% | 12.40% | 11.13% | True
CompressionProcessing_Age6-10 | MixedStructure_Age1 | MixedStructure_Age2 | 3 | 17.65% | 11.00% | 6.64% | True
CompressionProcessing_Age6-10 | MixedStructure_Age1 | ReassertionProcessing_Age1 | 2 | 11.76% | 4.67% | 7.09% | True
CompressionProcessing_Age6-10 | MixedStructure_Age1 | RecoveryResolution_Age1 | 1 | 5.88% | 9.23% | -3.35% | True
ConstructiveEmergence_Age1 | MixedStructure_Age1 | NeutralProcessing_Age1 | 18 | 33.96% | 37.55% | -3.58% | False
ConstructiveEmergence_Age1 | MixedStructure_Age1 | DecayToNeutral_Age1 | 13 | 24.53% | 19.89% | 4.64% | False
ConstructiveEmergence_Age1 | MixedStructure_Age1 | MixedStructure_Age2 | 12 | 22.64% | 11.00% | 11.64% | False
ConstructiveEmergence_Age1 | MixedStructure_Age1 | ExhaustionPersistence_Age1 | 5 | 9.43% | 12.40% | -2.97% | False
ConstructiveEmergence_Age1 | MixedStructure_Age1 | DestructiveRotation_Age1 | 2 | 3.77% | 1.93% | 1.84% | False
ConstructiveEmergence_Age1 | MixedStructure_Age1 | RecoveryResolution_Age1 | 2 | 3.77% | 9.23% | -5.46% | False
ConstructiveEmergence_Age1 | MixedStructure_Age1 | CompressionProcessing_Age1 | 1 | 1.89% | 2.68% | -0.80% | False
DecayToNeutral_Age1 | MixedStructure_Age1 | DecayToNeutral_Age1 | 216 | 46.06% | 19.89% | 26.17% | True
DecayToNeutral_Age1 | MixedStructure_Age1 | MixedStructure_Age2 | 113 | 24.09% | 11.00% | 13.09% | True
DecayToNeutral_Age1 | MixedStructure_Age1 | ExhaustionPersistence_Age1 | 47 | 10.02% | 12.40% | -2.38% | True
DecayToNeutral_Age1 | MixedStructure_Age1 | RecoveryResolution_Age1 | 40 | 8.53% | 9.23% | -0.70% | True
DecayToNeutral_Age1 | MixedStructure_Age1 | CompressionProcessing_Age1 | 21 | 4.48% | 2.68% | 1.79% | True
DecayToNeutral_Age1 | MixedStructure_Age1 | DestructiveRotation_Age1 | 16 | 3.41% | 1.93% | 1.48% | True
DecayToNeutral_Age1 | MixedStructure_Age1 | ReassertionProcessing_Age1 | 12 | 2.56% | 4.67% | -2.11% | True
DecayToNeutral_Age1 | MixedStructure_Age1 | ConstructiveEmergence_Age1 | 4 | 0.85% | 0.64% | 0.21% | True
DestructiveRotation_Age1 | MixedStructure_Age1 | NeutralProcessing_Age1 | 13 | 28.89% | 37.55% | -8.66% | False
DestructiveRotation_Age1 | MixedStructure_Age1 | ExhaustionPersistence_Age1 | 9 | 20.00% | 12.40% | 7.60% | False
DestructiveRotation_Age1 | MixedStructure_Age1 | DecayToNeutral_Age1 | 7 | 15.56% | 19.89% | -4.33% | False
DestructiveRotation_Age1 | MixedStructure_Age1 | RecoveryResolution_Age1 | 7 | 15.56% | 9.23% | 6.32% | False
DestructiveRotation_Age1 | MixedStructure_Age1 | MixedStructure_Age2 | 5 | 11.11% | 11.00% | 0.11% | False
DestructiveRotation_Age1 | MixedStructure_Age1 | CompressionProcessing_Age1 | 2 | 4.44% | 2.68% | 1.76% | False
DestructiveRotation_Age1 | MixedStructure_Age1 | ConstructiveEmergence_Age1 | 1 | 2.22% | 0.64% | 1.58% | False
DestructiveRotation_Age1 | MixedStructure_Age1 | DestructiveRotation_Age1 | 1 | 2.22% | 1.93% | 0.29% | False
DestructiveRotation_Age2 | MixedStructure_Age1 | DecayToNeutral_Age1 | 3 | 60.00% | 19.89% | 40.11% | True
DestructiveRotation_Age2 | MixedStructure_Age1 | RecoveryResolution_Age1 | 2 | 40.00% | 9.23% | 30.77% | True
DestructiveRotation_Age3 | MixedStructure_Age1 | DecayToNeutral_Age1 | 1 | 100.00% | 19.89% | 80.11% | True
NeutralProcessing_Age1 | MixedStructure_Age1 | DecayToNeutral_Age1 | 314 | 33.05% | 19.89% | 13.17% | True
NeutralProcessing_Age1 | MixedStructure_Age1 | NeutralProcessing_Age1 | 257 | 27.05% | 37.55% | -10.49% | True
NeutralProcessing_Age1 | MixedStructure_Age1 | ExhaustionPersistence_Age1 | 145 | 15.26% | 12.40% | 2.86% | True
NeutralProcessing_Age1 | MixedStructure_Age1 | RecoveryResolution_Age1 | 106 | 11.16% | 9.23% | 1.93% | True
NeutralProcessing_Age1 | MixedStructure_Age1 | MixedStructure_Age2 | 73 | 7.68% | 11.00% | -3.32% | True
NeutralProcessing_Age1 | MixedStructure_Age1 | DestructiveRotation_Age1 | 29 | 3.05% | 1.93% | 1.12% | True
NeutralProcessing_Age1 | MixedStructure_Age1 | CompressionProcessing_Age1 | 23 | 2.42% | 2.68% | -0.26% | True
NeutralProcessing_Age1 | MixedStructure_Age1 | ConstructiveEmergence_Age1 | 3 | 0.32% | 0.64% | -0.33% | True
NeutralProcessing_Age11-20 | MixedStructure_Age1 | NeutralProcessing_Age1 | 36 | 41.38% | 37.55% | 3.83% | False
NeutralProcessing_Age11-20 | MixedStructure_Age1 | DecayToNeutral_Age1 | 22 | 25.29% | 19.89% | 5.40% | False
NeutralProcessing_Age11-20 | MixedStructure_Age1 | ExhaustionPersistence_Age1 | 13 | 14.94% | 12.40% | 2.54% | False
NeutralProcessing_Age11-20 | MixedStructure_Age1 | MixedStructure_Age2 | 7 | 8.05% | 11.00% | -2.96% | False
NeutralProcessing_Age11-20 | MixedStructure_Age1 | RecoveryResolution_Age1 | 7 | 8.05% | 9.23% | -1.19% | False
NeutralProcessing_Age11-20 | MixedStructure_Age1 | CompressionProcessing_Age1 | 1 | 1.15% | 2.68% | -1.53% | False
NeutralProcessing_Age11-20 | MixedStructure_Age1 | DestructiveRotation_Age1 | 1 | 1.15% | 1.93% | -0.78% | False
NeutralProcessing_Age2 | MixedStructure_Age1 | NeutralProcessing_Age1 | 394 | 60.34% | 37.55% | 22.79% | False
NeutralProcessing_Age2 | MixedStructure_Age1 | ExhaustionPersistence_Age1 | 91 | 13.94% | 12.40% | 1.54% | False
NeutralProcessing_Age2 | MixedStructure_Age1 | RecoveryResolution_Age1 | 61 | 9.34% | 9.23% | 0.11% | False
NeutralProcessing_Age2 | MixedStructure_Age1 | MixedStructure_Age2 | 55 | 8.42% | 11.00% | -2.58% | False
NeutralProcessing_Age2 | MixedStructure_Age1 | ReassertionProcessing_Age1 | 22 | 3.37% | 4.67% | -1.30% | False
NeutralProcessing_Age2 | MixedStructure_Age1 | CompressionProcessing_Age1 | 13 | 1.99% | 2.68% | -0.69% | False
NeutralProcessing_Age2 | MixedStructure_Age1 | DestructiveRotation_Age1 | 13 | 1.99% | 1.93% | 0.06% | False
NeutralProcessing_Age2 | MixedStructure_Age1 | ConstructiveEmergence_Age1 | 4 | 0.61% | 0.64% | -0.03% | False
NeutralProcessing_Age21+ | MixedStructure_Age1 | NeutralProcessing_Age1 | 3 | 42.86% | 37.55% | 5.31% | False
NeutralProcessing_Age21+ | MixedStructure_Age1 | ExhaustionPersistence_Age1 | 2 | 28.57% | 12.40% | 16.17% | False
NeutralProcessing_Age21+ | MixedStructure_Age1 | DecayToNeutral_Age1 | 1 | 14.29% | 19.89% | -5.60% | False
NeutralProcessing_Age21+ | MixedStructure_Age1 | MixedStructure_Age2 | 1 | 14.29% | 11.00% | 3.28% | False
NeutralProcessing_Age3 | MixedStructure_Age1 | NeutralProcessing_Age1 | 143 | 67.14% | 37.55% | 29.59% | False
NeutralProcessing_Age3 | MixedStructure_Age1 | ExhaustionPersistence_Age1 | 23 | 10.80% | 12.40% | -1.60% | False
NeutralProcessing_Age3 | MixedStructure_Age1 | RecoveryResolution_Age1 | 16 | 7.51% | 9.23% | -1.72% | False
NeutralProcessing_Age3 | MixedStructure_Age1 | MixedStructure_Age2 | 14 | 6.57% | 11.00% | -4.43% | False
NeutralProcessing_Age3 | MixedStructure_Age1 | ReassertionProcessing_Age1 | 11 | 5.16% | 4.67% | 0.49% | False
NeutralProcessing_Age3 | MixedStructure_Age1 | CompressionProcessing_Age1 | 4 | 1.88% | 2.68% | -0.81% | False
NeutralProcessing_Age3 | MixedStructure_Age1 | ConstructiveEmergence_Age1 | 2 | 0.94% | 0.64% | 0.29% | False
NeutralProcessing_Age4 | MixedStructure_Age1 | NeutralProcessing_Age1 | 21 | 58.33% | 37.55% | 20.79% | False
NeutralProcessing_Age4 | MixedStructure_Age1 | RecoveryResolution_Age1 | 6 | 16.67% | 9.23% | 7.43% | False
NeutralProcessing_Age4 | MixedStructure_Age1 | ExhaustionPersistence_Age1 | 4 | 11.11% | 12.40% | -1.29% | False
NeutralProcessing_Age4 | MixedStructure_Age1 | MixedStructure_Age2 | 4 | 11.11% | 11.00% | 0.11% | False
NeutralProcessing_Age4 | MixedStructure_Age1 | DestructiveRotation_Age1 | 1 | 2.78% | 1.93% | 0.85% | False
NeutralProcessing_Age5 | MixedStructure_Age1 | NeutralProcessing_Age1 | 32 | 35.96% | 37.55% | -1.59% | False
NeutralProcessing_Age5 | MixedStructure_Age1 | DecayToNeutral_Age1 | 21 | 23.60% | 19.89% | 3.71% | False
NeutralProcessing_Age5 | MixedStructure_Age1 | ExhaustionPersistence_Age1 | 12 | 13.48% | 12.40% | 1.08% | False
NeutralProcessing_Age5 | MixedStructure_Age1 | MixedStructure_Age2 | 11 | 12.36% | 11.00% | 1.36% | False
NeutralProcessing_Age5 | MixedStructure_Age1 | RecoveryResolution_Age1 | 11 | 12.36% | 9.23% | 3.13% | False
NeutralProcessing_Age5 | MixedStructure_Age1 | DestructiveRotation_Age1 | 2 | 2.25% | 1.93% | 0.31% | False
NeutralProcessing_Age6-10 | MixedStructure_Age1 | NeutralProcessing_Age1 | 98 | 31.11% | 37.55% | -6.44% | False
NeutralProcessing_Age6-10 | MixedStructure_Age1 | DecayToNeutral_Age1 | 67 | 21.27% | 19.89% | 1.38% | False
NeutralProcessing_Age6-10 | MixedStructure_Age1 | ExhaustionPersistence_Age1 | 52 | 16.51% | 12.40% | 4.11% | False
NeutralProcessing_Age6-10 | MixedStructure_Age1 | RecoveryResolution_Age1 | 47 | 14.92% | 9.23% | 5.69% | False
NeutralProcessing_Age6-10 | MixedStructure_Age1 | MixedStructure_Age2 | 24 | 7.62% | 11.00% | -3.38% | False
NeutralProcessing_Age6-10 | MixedStructure_Age1 | CompressionProcessing_Age1 | 14 | 4.44% | 2.68% | 1.76% | False
NeutralProcessing_Age6-10 | MixedStructure_Age1 | DestructiveRotation_Age1 | 7 | 2.22% | 1.93% | 0.29% | False
NeutralProcessing_Age6-10 | MixedStructure_Age1 | ConstructiveEmergence_Age1 | 4 | 1.27% | 0.64% | 0.63% | False
NeutralProcessing_Age6-10 | MixedStructure_Age1 | ReassertionProcessing_Age1 | 2 | 0.63% | 4.67% | -4.03% | False
ReassertionProcessing_Age1 | MixedStructure_Age1 | NeutralProcessing_Age1 | 352 | 52.30% | 37.55% | 14.76% | False
ReassertionProcessing_Age1 | MixedStructure_Age1 | ReassertionProcessing_Age1 | 116 | 17.24% | 4.67% | 12.57% | False
ReassertionProcessing_Age1 | MixedStructure_Age1 | MixedStructure_Age2 | 74 | 11.00% | 11.00% | -0.01% | False
ReassertionProcessing_Age1 | MixedStructure_Age1 | ExhaustionPersistence_Age1 | 41 | 6.09% | 12.40% | -6.31% | False
ReassertionProcessing_Age1 | MixedStructure_Age1 | DecayToNeutral_Age1 | 39 | 5.79% | 19.89% | -14.09% | False
ReassertionProcessing_Age1 | MixedStructure_Age1 | RecoveryResolution_Age1 | 27 | 4.01% | 9.23% | -5.22% | False
ReassertionProcessing_Age1 | MixedStructure_Age1 | CompressionProcessing_Age1 | 19 | 2.82% | 2.68% | 0.14% | False
ReassertionProcessing_Age1 | MixedStructure_Age1 | ConstructiveEmergence_Age1 | 5 | 0.74% | 0.64% | 0.10% | False
START | MixedStructure_Age1 | MixedStructure_Age2 | 3 | 100.00% | 11.00% | 89.00% | True
CompressionProcessing_Age1 | ReassertionProcessing_Age1 | NeutralProcessing_Age1 | 12 | 63.16% | 40.58% | 22.58% | False
CompressionProcessing_Age1 | ReassertionProcessing_Age1 | CompressionProcessing_Age1 | 3 | 15.79% | 5.05% | 10.74% | False
CompressionProcessing_Age1 | ReassertionProcessing_Age1 | DestructiveRotation_Age1 | 3 | 15.79% | 6.97% | 8.82% | False
CompressionProcessing_Age1 | ReassertionProcessing_Age1 | ReassertionProcessing_Age2 | 1 | 5.26% | 14.42% | -9.16% | False
CompressionProcessing_Age2 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 2 | 66.67% | 32.36% | 34.31% | True
CompressionProcessing_Age2 | ReassertionProcessing_Age1 | DestructiveRotation_Age1 | 1 | 33.33% | 6.97% | 26.36% | True
CompressionProcessing_Age3 | ReassertionProcessing_Age1 | DestructiveRotation_Age1 | 4 | 66.67% | 6.97% | 59.70% | True
CompressionProcessing_Age3 | ReassertionProcessing_Age1 | ReassertionProcessing_Age2 | 2 | 33.33% | 14.42% | 18.91% | True
CompressionProcessing_Age4 | ReassertionProcessing_Age1 | DestructiveRotation_Age1 | 1 | 33.33% | 6.97% | 26.36% | True
CompressionProcessing_Age4 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 1 | 33.33% | 32.36% | 0.98% | True
CompressionProcessing_Age4 | ReassertionProcessing_Age1 | ReassertionProcessing_Age2 | 1 | 33.33% | 14.42% | 18.91% | True
CompressionProcessing_Age5 | ReassertionProcessing_Age1 | DestructiveRotation_Age1 | 5 | 83.33% | 6.97% | 76.36% | True
CompressionProcessing_Age5 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 1 | 16.67% | 32.36% | -15.69% | True
CompressionProcessing_Age6-10 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 2 | 100.00% | 32.36% | 67.64% | True
DecayToNeutral_Age1 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 9 | 47.37% | 32.36% | 15.01% | True
DecayToNeutral_Age1 | ReassertionProcessing_Age1 | DestructiveRotation_Age1 | 8 | 42.11% | 6.97% | 35.13% | True
DecayToNeutral_Age1 | ReassertionProcessing_Age1 | ReassertionProcessing_Age2 | 2 | 10.53% | 14.42% | -3.90% | True
DestructiveRotation_Age1 | ReassertionProcessing_Age1 | DestructiveRotation_Age1 | 30 | 50.85% | 6.97% | 43.88% | True
DestructiveRotation_Age1 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 17 | 28.81% | 32.36% | -3.54% | True
DestructiveRotation_Age1 | ReassertionProcessing_Age1 | ReassertionProcessing_Age2 | 7 | 11.86% | 14.42% | -2.56% | True
DestructiveRotation_Age1 | ReassertionProcessing_Age1 | CompressionProcessing_Age1 | 5 | 8.47% | 5.05% | 3.43% | True
DestructiveRotation_Age2 | ReassertionProcessing_Age1 | DestructiveRotation_Age1 | 3 | 50.00% | 6.97% | 43.03% | True
DestructiveRotation_Age2 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 2 | 33.33% | 32.36% | 0.98% | True
DestructiveRotation_Age2 | ReassertionProcessing_Age1 | CompressionProcessing_Age1 | 1 | 16.67% | 5.05% | 11.62% | True
MixedStructure_Age1 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 102 | 58.62% | 32.36% | 26.26% | True
MixedStructure_Age1 | ReassertionProcessing_Age1 | ReassertionProcessing_Age2 | 23 | 13.22% | 14.42% | -1.20% | True
MixedStructure_Age1 | ReassertionProcessing_Age1 | NeutralProcessing_Age1 | 21 | 12.07% | 40.58% | -28.51% | True
MixedStructure_Age1 | ReassertionProcessing_Age1 | DestructiveRotation_Age1 | 18 | 10.34% | 6.97% | 3.37% | True
MixedStructure_Age1 | ReassertionProcessing_Age1 | CompressionProcessing_Age1 | 10 | 5.75% | 5.05% | 0.70% | True
MixedStructure_Age2 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 16 | 80.00% | 32.36% | 47.64% | True
MixedStructure_Age2 | ReassertionProcessing_Age1 | ReassertionProcessing_Age2 | 3 | 15.00% | 14.42% | 0.58% | True
MixedStructure_Age2 | ReassertionProcessing_Age1 | CompressionProcessing_Age1 | 1 | 5.00% | 5.05% | -0.05% | True
NeutralProcessing_Age1 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 297 | 46.55% | 32.36% | 14.20% | True
NeutralProcessing_Age1 | ReassertionProcessing_Age1 | NeutralProcessing_Age1 | 149 | 23.35% | 40.58% | -17.22% | True
NeutralProcessing_Age1 | ReassertionProcessing_Age1 | ReassertionProcessing_Age2 | 87 | 13.64% | 14.42% | -0.79% | True
NeutralProcessing_Age1 | ReassertionProcessing_Age1 | DestructiveRotation_Age1 | 62 | 9.72% | 6.97% | 2.75% | True
NeutralProcessing_Age1 | ReassertionProcessing_Age1 | CompressionProcessing_Age1 | 37 | 5.80% | 5.05% | 0.75% | True
NeutralProcessing_Age1 | ReassertionProcessing_Age1 | ConstructiveEmergence_Age1 | 6 | 0.94% | 0.62% | 0.32% | True
NeutralProcessing_Age11-20 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 27 | 39.13% | 32.36% | 6.77% | True
NeutralProcessing_Age11-20 | ReassertionProcessing_Age1 | NeutralProcessing_Age1 | 24 | 34.78% | 40.58% | -5.79% | True
NeutralProcessing_Age11-20 | ReassertionProcessing_Age1 | ReassertionProcessing_Age2 | 14 | 20.29% | 14.42% | 5.87% | True
NeutralProcessing_Age11-20 | ReassertionProcessing_Age1 | CompressionProcessing_Age1 | 2 | 2.90% | 5.05% | -2.15% | True
NeutralProcessing_Age11-20 | ReassertionProcessing_Age1 | ConstructiveEmergence_Age1 | 1 | 1.45% | 0.62% | 0.82% | True
NeutralProcessing_Age11-20 | ReassertionProcessing_Age1 | DestructiveRotation_Age1 | 1 | 1.45% | 6.97% | -5.52% | True
NeutralProcessing_Age2 | ReassertionProcessing_Age1 | NeutralProcessing_Age1 | 330 | 71.12% | 40.58% | 30.54% | False
NeutralProcessing_Age2 | ReassertionProcessing_Age1 | ReassertionProcessing_Age2 | 73 | 15.73% | 14.42% | 1.31% | False
NeutralProcessing_Age2 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 37 | 7.97% | 32.36% | -24.38% | False
NeutralProcessing_Age2 | ReassertionProcessing_Age1 | CompressionProcessing_Age1 | 22 | 4.74% | 5.05% | -0.31% | False
NeutralProcessing_Age2 | ReassertionProcessing_Age1 | ConstructiveEmergence_Age1 | 2 | 0.43% | 0.62% | -0.19% | False
NeutralProcessing_Age21+ | ReassertionProcessing_Age1 | NeutralProcessing_Age1 | 4 | 66.67% | 40.58% | 26.09% | False
NeutralProcessing_Age21+ | ReassertionProcessing_Age1 | MixedStructure_Age1 | 2 | 33.33% | 32.36% | 0.98% | False
NeutralProcessing_Age3 | ReassertionProcessing_Age1 | NeutralProcessing_Age1 | 126 | 71.59% | 40.58% | 31.01% | False
NeutralProcessing_Age3 | ReassertionProcessing_Age1 | ReassertionProcessing_Age2 | 22 | 12.50% | 14.42% | -1.92% | False
NeutralProcessing_Age3 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 19 | 10.80% | 32.36% | -21.56% | False
NeutralProcessing_Age3 | ReassertionProcessing_Age1 | CompressionProcessing_Age1 | 8 | 4.55% | 5.05% | -0.50% | False
NeutralProcessing_Age3 | ReassertionProcessing_Age1 | ConstructiveEmergence_Age1 | 1 | 0.57% | 0.62% | -0.06% | False
NeutralProcessing_Age4 | ReassertionProcessing_Age1 | NeutralProcessing_Age1 | 20 | 80.00% | 40.58% | 39.42% | False
NeutralProcessing_Age4 | ReassertionProcessing_Age1 | DestructiveRotation_Age1 | 3 | 12.00% | 6.97% | 5.03% | False
NeutralProcessing_Age4 | ReassertionProcessing_Age1 | ReassertionProcessing_Age2 | 2 | 8.00% | 14.42% | -6.42% | False
NeutralProcessing_Age5 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 32 | 48.48% | 32.36% | 16.13% | True
NeutralProcessing_Age5 | ReassertionProcessing_Age1 | NeutralProcessing_Age1 | 21 | 31.82% | 40.58% | -8.76% | True
NeutralProcessing_Age5 | ReassertionProcessing_Age1 | ReassertionProcessing_Age2 | 5 | 7.58% | 14.42% | -6.85% | True
NeutralProcessing_Age5 | ReassertionProcessing_Age1 | CompressionProcessing_Age1 | 4 | 6.06% | 5.05% | 1.01% | True
