APVA Process Graph Study v0.1 - Aggregate
============================================================================================================
Instruments: 6E, CL, NQ

Aggregate Node Table
Node | Count_6E | Count_CL | Count_NQ | ReplicationCount | ReplicationPercent | Classification
CompressionProcessing_Age1 | 2928 | 177 | 89 | 3 | 100.00% | FullyReplicated
CompressionProcessing_Age11-20 | 5 | 0 | 0 | 1 | 33.33% | InstrumentSpecific
CompressionProcessing_Age2 | 1659 | 92 | 51 | 3 | 100.00% | FullyReplicated
CompressionProcessing_Age3 | 840 | 41 | 30 | 3 | 100.00% | FullyReplicated
CompressionProcessing_Age4 | 528 | 22 | 18 | 3 | 100.00% | FullyReplicated
CompressionProcessing_Age5 | 282 | 12 | 8 | 3 | 100.00% | FullyReplicated
CompressionProcessing_Age6-10 | 247 | 6 | 9 | 3 | 100.00% | FullyReplicated
ConstructiveEmergence_Age1 | 83 | 12 | 14 | 3 | 100.00% | FullyReplicated
DecayToNeutral_Age1 | 1486 | 103 | 86 | 3 | 100.00% | FullyReplicated
DestructiveRotation_Age1 | 836 | 71 | 63 | 3 | 100.00% | FullyReplicated
DestructiveRotation_Age2 | 100 | 12 | 11 | 3 | 100.00% | FullyReplicated
DestructiveRotation_Age3 | 11 | 1 | 5 | 3 | 100.00% | FullyReplicated
DestructiveRotation_Age4 | 1 | 0 | 0 | 1 | 33.33% | InstrumentSpecific
ExhaustionPersistence_Age1 | 1116 | 97 | 51 | 3 | 100.00% | FullyReplicated
ExhaustionPersistence_Age2 | 304 | 31 | 19 | 3 | 100.00% | FullyReplicated
ExhaustionPersistence_Age3 | 234 | 21 | 14 | 3 | 100.00% | FullyReplicated
ExhaustionPersistence_Age4 | 143 | 16 | 11 | 3 | 100.00% | FullyReplicated
ExhaustionPersistence_Age5 | 58 | 8 | 6 | 3 | 100.00% | FullyReplicated
ExhaustionPersistence_Age6-10 | 29 | 3 | 6 | 3 | 100.00% | FullyReplicated
MixedStructure_Age1 | 3265 | 279 | 183 | 3 | 100.00% | FullyReplicated
MixedStructure_Age2 | 355 | 28 | 27 | 3 | 100.00% | FullyReplicated
MixedStructure_Age3 | 42 | 5 | 4 | 3 | 100.00% | FullyReplicated
MixedStructure_Age4 | 8 | 2 | 2 | 3 | 100.00% | FullyReplicated
MixedStructure_Age5 | 1 | 0 | 0 | 1 | 33.33% | InstrumentSpecific
NeutralProcessing_Age1 | 5672 | 446 | 297 | 3 | 100.00% | FullyReplicated
NeutralProcessing_Age11-20 | 891 | 30 | 37 | 3 | 100.00% | FullyReplicated
NeutralProcessing_Age2 | 3205 | 253 | 175 | 3 | 100.00% | FullyReplicated
NeutralProcessing_Age21+ | 82 | 0 | 0 | 1 | 33.33% | InstrumentSpecific
NeutralProcessing_Age3 | 1754 | 140 | 112 | 3 | 100.00% | FullyReplicated
NeutralProcessing_Age4 | 1312 | 106 | 83 | 3 | 100.00% | FullyReplicated
NeutralProcessing_Age5 | 1192 | 95 | 80 | 3 | 100.00% | FullyReplicated
NeutralProcessing_Age6-10 | 2884 | 208 | 192 | 3 | 100.00% | FullyReplicated
ReassertionProcessing_Age1 | 1759 | 174 | 147 | 3 | 100.00% | FullyReplicated
ReassertionProcessing_Age2 | 237 | 32 | 31 | 3 | 100.00% | FullyReplicated
ReassertionProcessing_Age3 | 15 | 1 | 1 | 3 | 100.00% | FullyReplicated
RecoveryResolution_Age1 | 1079 | 94 | 46 | 3 | 100.00% | FullyReplicated
RecoveryResolution_Age2 | 339 | 38 | 13 | 3 | 100.00% | FullyReplicated
RecoveryResolution_Age3 | 251 | 27 | 9 | 3 | 100.00% | FullyReplicated
RecoveryResolution_Age4 | 16 | 1 | 0 | 2 | 66.67% | PartiallyReplicated
RecoveryResolution_Age5 | 6 | 0 | 0 | 1 | 33.33% | InstrumentSpecific
RecoveryResolution_Age6-10 | 5 | 0 | 0 | 1 | 33.33% | InstrumentSpecific

Aggregate Edge Table
SourceNode | DestinationNode | Prob_6E | Prob_CL | Prob_NQ | ReplicationCount | MeanProbability | Classification
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> ExhaustionPersistence_Age1 -> CompressionProcessing_Age1 | 26 | -42.31% | -0.0004 | 0 | N/A | N/A | 0 | N/A | N/A | 1 | -42.31% | -0.0004
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> ExhaustionPersistence_Age1 -> DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> CompressionProcessing_Age1 | 0 | 0.00% | 0.0000 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 -> ExhaustionPersistence_Age3 -> ExhaustionPersistence_Age4 -> CompressionProcessing_Age1 | 5 | 20.00% | 0.0004 | 2 | 100.00% | 1.8850 | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 -> ExhaustionPersistence_Age3 -> ExhaustionPersistence_Age4 -> DecayToNeutral_Age1 -> MixedStructure_Age1 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 3 | 33.33% | 0.0002 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 -> ExhaustionPersistence_Age3 -> ExhaustionPersistence_Age4 -> ExhaustionPersistence_Age5 -> DestructiveRotation_Age1 -> DecayToNeutral_Age1 -> CompressionProcessing_Age1 | 2 | 0.00% | -0.0003 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 -> ExhaustionPersistence_Age3 -> ExhaustionPersistence_Age4 -> ExhaustionPersistence_Age5 -> ExhaustionPersistence_Age6-10 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 -> RecoveryResolution_Age3 -> CompressionProcessing_Age1 | 4 | 50.00% | 0.0002 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 -> ExhaustionPersistence_Age3 -> NeutralProcessing_Age1 -> CompressionProcessing_Age1 | 0 | 0.00% | 0.0000 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 -> ExhaustionPersistence_Age3 -> NeutralProcessing_Age1 -> DestructiveRotation_Age1 -> MixedStructure_Age1 -> CompressionProcessing_Age1 | 0 | N/A | N/A | 0 | N/A | N/A | 3 | -100.00% | -8.5833 | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 -> ExhaustionPersistence_Age3 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> MixedStructure_Age1 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 0 | N/A | N/A | 2 | 0.00% | -0.8350 | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 -> ExhaustionPersistence_Age3 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 -> RecoveryResolution_Age3 -> CompressionProcessing_Age1 | 1 | 100.00% | 0.0010 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 -> NeutralProcessing_Age1 -> CompressionProcessing_Age1 | 5 | -20.00% | -0.0005 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> CompressionProcessing_Age1 | 3 | -33.33% | 0.0002 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 -> RecoveryResolution_Age3 -> CompressionProcessing_Age1 | 6 | -33.33% | -0.0001 | 2 | 0.00% | -0.5050 | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> ExhaustionPersistence_Age1 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 2 | 0.00% | 0.0002 | 2 | 100.00% | 1.4150 | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> ExhaustionPersistence_Age1 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 -> NeutralProcessing_Age1 -> CompressionProcessing_Age1 | 2 | -100.00% | -0.0004 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> ExhaustionPersistence_Age1 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> CompressionProcessing_Age1 | 3 | 33.33% | 0.0004 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> ExhaustionPersistence_Age1 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 -> RecoveryResolution_Age3 -> CompressionProcessing_Age1 | 9 | 11.11% | -0.0001 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> ExhaustionPersistence_Age1 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 -> RecoveryResolution_Age3 -> NeutralProcessing_Age1 -> CompressionProcessing_Age1 | 0 | N/A | N/A | 2 | 0.00% | -0.0850 | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> MixedStructure_Age1 -> DecayToNeutral_Age1 -> CompressionProcessing_Age1 | 3 | -33.33% | -0.0000 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> MixedStructure_Age1 -> MixedStructure_Age2 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 3 | 100.00% | 0.0007 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> MixedStructure_Age1 -> NeutralProcessing_Age1 -> CompressionProcessing_Age1 | 5 | 20.00% | 0.0001 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> MixedStructure_Age1 -> ReassertionProcessing_Age1 -> CompressionProcessing_Age1 | 2 | 0.00% | -0.0000 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> MixedStructure_Age1 -> ReassertionProcessing_Age1 -> ReassertionProcessing_Age2 -> CompressionProcessing_Age1 | 3 | 33.33% | 0.0003 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> MixedStructure_Age1 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 3 | 33.33% | -0.0000 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> NeutralProcessing_Age1 -> CompressionProcessing_Age1 | 73 | -1.37% | 0.0000 | 6 | 66.67% | 0.1333 | 0 | N/A | N/A | 1 | -1.37% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> NeutralProcessing_Age1 -> MixedStructure_Age1 -> CompressionProcessing_Age1 | 5 | 0.00% | 0.0001 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> NeutralProcessing_Age1 -> MixedStructure_Age1 -> ExhaustionPersistence_Age1 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 -> RecoveryResolution_Age3 -> CompressionProcessing_Age1 | 7 | -14.29% | -0.0001 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> NeutralProcessing_Age1 -> MixedStructure_Age1 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 4 | -50.00% | -0.0004 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> CompressionProcessing_Age1 | 22 | -27.27% | -0.0001 | 0 | N/A | N/A | 2 | 0.00% | -18.1250 | 1 | -27.27% | -0.0001
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> MixedStructure_Age1 -> CompressionProcessing_Age1 | 3 | 33.33% | 0.0000 | 2 | -100.00% | -0.2350 | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> MixedStructure_Age1 -> ExhaustionPersistence_Age1 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 -> RecoveryResolution_Age3 -> CompressionProcessing_Age1 | 2 | -50.00% | -0.0002 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> MixedStructure_Age1 -> MixedStructure_Age2 -> MixedStructure_Age3 -> ExhaustionPersistence_Age1 -> DecayToNeutral_Age1 -> DestructiveRotation_Age1 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 2 | 0.00% | 0.0000 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> MixedStructure_Age1 -> ReassertionProcessing_Age1 -> CompressionProcessing_Age1 | 2 | 0.00% | -0.0000 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> MixedStructure_Age1 -> ReassertionProcessing_Age1 -> DestructiveRotation_Age1 -> DecayToNeutral_Age1 -> CompressionProcessing_Age1 | 2 | -100.00% | -0.0006 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> MixedStructure_Age1 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 9 | 55.56% | 0.0002 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> ConstructiveEmergence_Age1 -> MixedStructure_Age1 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 2 | 0.00% | -0.0003 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> MixedStructure_Age1 -> CompressionProcessing_Age1 | 2 | 0.00% | -0.0000 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> MixedStructure_Age1 -> ExhaustionPersistence_Age1 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 -> RecoveryResolution_Age3 -> CompressionProcessing_Age1 | 2 | 0.00% | -0.0000 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> CompressionProcessing_Age1 | 6 | 0.00% | -0.0000 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 -> ExhaustionPersistence_Age3 -> ExhaustionPersistence_Age4 -> CompressionProcessing_Age1 | 3 | -33.33% | -0.0000 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> CompressionProcessing_Age1 | 11 | -9.09% | 0.0000 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> MixedStructure_Age1 -> MixedStructure_Age2 -> DecayToNeutral_Age1 -> CompressionProcessing_Age1 | 1 | -100.00% | -0.0000 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> CompressionProcessing_Age1 | 14 | 0.00% | -0.0002 | 6 | 66.67% | 0.2083 | 6 | 0.00% | -8.2500 | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> MixedStructure_Age1 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 4 | 100.00% | 0.0005 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> ReassertionProcessing_Age1 -> CompressionProcessing_Age1 | 2 | -100.00% | -0.0002 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 6 | 33.33% | 0.0000 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> ReassertionProcessing_Age1 -> ReassertionProcessing_Age2 -> DestructiveRotation_Age1 -> DestructiveRotation_Age2 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 2 | 0.00% | 0.0000 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 4 | 50.00% | 0.0002 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> ReassertionProcessing_Age1 -> CompressionProcessing_Age1 | 4 | 0.00% | -0.0002 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> ReassertionProcessing_Age1 -> CompressionProcessing_Age1 | 14 | -50.00% | -0.0002 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> NeutralProcessing_Age1 -> ReassertionProcessing_Age1 -> CompressionProcessing_Age1 | 4 | 0.00% | 0.0000 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> NeutralProcessing_Age1 -> ReassertionProcessing_Age1 -> MixedStructure_Age1 -> MixedStructure_Age2 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 2 | -100.00% | -0.0003 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> ReassertionProcessing_Age1 -> DestructiveRotation_Age1 -> CompressionProcessing_Age1 | 2 | 100.00% | 0.0006 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> ReassertionProcessing_Age1 -> DestructiveRotation_Age1 -> DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 3 | 33.33% | -0.0000 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> ReassertionProcessing_Age1 -> DestructiveRotation_Age1 -> NeutralProcessing_Age1 -> CompressionProcessing_Age1 | 2 | 0.00% | 0.0001 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> ReassertionProcessing_Age1 -> ReassertionProcessing_Age2 -> CompressionProcessing_Age1 | 3 | 33.33% | 0.0007 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 65 | 24.62% | 0.0000 | 0 | N/A | N/A | 2 | 0.00% | 38.8750 | 1 | 24.62% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> RecoveryResolution_Age1 -> NeutralProcessing_Age1 -> CompressionProcessing_Age1 | 2 | 100.00% | 0.0004 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 -> RecoveryResolution_Age3 -> CompressionProcessing_Age1 | 2 | 0.00% | 0.0002 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> ConstructiveEmergence_Age1 -> CompressionProcessing_Age1 | 2 | 100.00% | 0.0001 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> DecayToNeutral_Age1 -> CompressionProcessing_Age1 | 3 | -33.33% | 0.0002 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
Cycle | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> DecayToNeutral_Age1 -> MixedStructure_Age1 -> ExhaustionPersistence_Age1 -> CompressionProcessing_Age1 | 2 | 100.00% | 0.0009 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
