APVA Memory Forecast Study v0.1
============================================================================================================
Diagnostics
Instrument: NQ
Input path(s): .\Evidence\NQ\NQ_5 Minute_apva_bar_evidence_v01.csv
Total rows: 1930
Node count: 34

1. Memory Stream Reconstruction
Bar | StateAgeNode | NodeCategory | MemoryStrength | HalfLife | ForecastConfidence | EntropyGrowth | AttentionCategory
1034 | ReassertionProcessing_Age1 | Weak Node | 0.1818 | 3.00 | 0.0748 | 1.5848 | Weak Node
1035 | ReassertionProcessing_Age2 | Insufficient Node | 0.1971 | 2.00 | 0.3226 | 1.9651 | Insufficient Node
1036 | DestructiveRotation_Age1 | Weak Node | 0.1808 | 5.00 | 0.0159 | 1.1153 | Weak Node
1037 | DestructiveRotation_Age2 | Insufficient Node | 0.3081 | 5.00 | 0.2727 | 1.4967 | Insufficient Node
1038 | DecayToNeutral_Age1 | Secondary Node | 0.2590 | 3.00 | 0.4186 | 2.0054 | Secondary Node
1039 | NeutralProcessing_Age1 | Core Node | 0.2498 | 3.00 | 0.4377 | 1.6762 | Core Node
1040 | NeutralProcessing_Age2 | Core Node | 0.2959 | 5.00 | 0.4800 | 1.8695 | Core Node
1041 | ReassertionProcessing_Age1 | Weak Node | 0.1818 | 3.00 | 0.0748 | 1.5848 | Weak Node
1042 | ReassertionProcessing_Age2 | Insufficient Node | 0.1971 | 2.00 | 0.3226 | 1.9651 | Insufficient Node
1043 | NeutralProcessing_Age1 | Core Node | 0.2498 | 3.00 | 0.4377 | 1.6762 | Core Node
1044 | DestructiveRotation_Age1 | Weak Node | 0.1808 | 5.00 | 0.0159 | 1.1153 | Weak Node
1045 | DecayToNeutral_Age1 | Secondary Node | 0.2590 | 3.00 | 0.4186 | 2.0054 | Secondary Node
1046 | MixedStructure_Age1 | Weak Node | 0.1752 | 3.00 | 0.1639 | 1.1541 | Weak Node
1047 | RecoveryResolution_Age1 | Insufficient Node | 0.2331 | 5.00 | 0.2826 | 1.9609 | Insufficient Node
1048 | CompressionProcessing_Age1 | Secondary Node | 0.2266 | 3.00 | 0.2809 | 1.7915 | Secondary Node
1049 | ExhaustionPersistence_Age1 | Secondary Node | 0.2048 | 8.00 | 0.1569 | 1.3170 | Secondary Node
1050 | CompressionProcessing_Age1 | Secondary Node | 0.2266 | 3.00 | 0.2809 | 1.7915 | Secondary Node
1051 | NeutralProcessing_Age1 | Core Node | 0.2498 | 3.00 | 0.4377 | 1.6762 | Core Node
1052 | NeutralProcessing_Age2 | Core Node | 0.2959 | 5.00 | 0.4800 | 1.8695 | Core Node
1053 | MixedStructure_Age1 | Weak Node | 0.1752 | 3.00 | 0.1639 | 1.1541 | Weak Node
1054 | NeutralProcessing_Age1 | Core Node | 0.2498 | 3.00 | 0.4377 | 1.6762 | Core Node
1055 | ReassertionProcessing_Age1 | Weak Node | 0.1818 | 3.00 | 0.0748 | 1.5848 | Weak Node
1056 | MixedStructure_Age1 | Weak Node | 0.1752 | 3.00 | 0.1639 | 1.1541 | Weak Node
1057 | MixedStructure_Age2 | Insufficient Node | 0.2119 | 10.00 | 0.0741 | 1.3162 | Insufficient Node
1058 | DecayToNeutral_Age1 | Secondary Node | 0.2590 | 3.00 | 0.4186 | 2.0054 | Secondary Node
1059 | NeutralProcessing_Age1 | Core Node | 0.2498 | 3.00 | 0.4377 | 1.6762 | Core Node
1060 | NeutralProcessing_Age2 | Core Node | 0.2959 | 5.00 | 0.4800 | 1.8695 | Core Node
1061 | MixedStructure_Age1 | Weak Node | 0.1752 | 3.00 | 0.1639 | 1.1541 | Weak Node
1062 | NeutralProcessing_Age1 | Core Node | 0.2498 | 3.00 | 0.4377 | 1.6762 | Core Node
1063 | ReassertionProcessing_Age1 | Weak Node | 0.1818 | 3.00 | 0.0748 | 1.5848 | Weak Node
1064 | CompressionProcessing_Age1 | Secondary Node | 0.2266 | 3.00 | 0.2809 | 1.7915 | Secondary Node
1065 | CompressionProcessing_Age2 | Weak Node | 0.2113 | 3.00 | 0.2941 | 1.8148 | Weak Node
1066 | CompressionProcessing_Age3 | Insufficient Node | 0.2537 | 2.00 | 0.4333 | 1.7274 | Insufficient Node
1067 | CompressionProcessing_Age4 | Insufficient Node | 0.1080 | 2.00 | 0.3333 | 1.2660 | Insufficient Node
1068 | CompressionProcessing_Age5 | Insufficient Node | 0.2014 | 3.00 | 0.0000 | 1.6743 | Insufficient Node
1069 | CompressionProcessing_Age6-10 | Insufficient Node | 0.1420 | 2.00 | 0.4444 | 2.0892 | Insufficient Node
1070 | CompressionProcessing_Age6-10 | Insufficient Node | 0.1420 | 2.00 | 0.4444 | 2.0892 | Insufficient Node
1071 | CompressionProcessing_Age6-10 | Insufficient Node | 0.1420 | 2.00 | 0.4444 | 2.0892 | Insufficient Node
1072 | CompressionProcessing_Age6-10 | Insufficient Node | 0.1420 | 2.00 | 0.4444 | 2.0892 | Insufficient Node
1073 | CompressionProcessing_Age6-10 | Insufficient Node | 0.1420 | 2.00 | 0.4444 | 2.0892 | Insufficient Node
1074 | NeutralProcessing_Age1 | Core Node | 0.2498 | 3.00 | 0.4377 | 1.6762 | Core Node
1075 | NeutralProcessing_Age2 | Core Node | 0.2959 | 5.00 | 0.4800 | 1.8695 | Core Node
1076 | NeutralProcessing_Age3 | Core Node | 0.3638 | 5.00 | 0.5804 | 2.1324 | Core Node
1077 | NeutralProcessing_Age4 | Core Node | 0.3723 | 5.00 | 0.9518 | 2.7514 | Core Node
1078 | NeutralProcessing_Age5 | Core Node | 0.3030 | 3.00 | 0.8125 | 2.4469 | Core Node
1079 | NeutralProcessing_Age6-10 | Secondary Node | 0.1972 | 3.00 | 0.5079 | 1.6973 | Secondary Node
1080 | ExhaustionPersistence_Age1 | Secondary Node | 0.2048 | 8.00 | 0.1569 | 1.3170 | Secondary Node
1081 | ExhaustionPersistence_Age2 | Insufficient Node | 0.3480 | 3.00 | 0.4737 | 2.3484 | Insufficient Node
1082 | ExhaustionPersistence_Age3 | Insufficient Node | 0.1667 | 3.00 | 0.5714 | 2.4008 | Insufficient Node
1083 | ExhaustionPersistence_Age4 | Insufficient Node | 0.2626 | 3.00 | 0.3636 | 1.6225 | Insufficient Node
1084 | ExhaustionPersistence_Age5 | Insufficient Node | 0.1759 | 2.00 | 0.5000 | 2.0488 | Insufficient Node
1085 | ExhaustionPersistence_Age6-10 | Insufficient Node | 0.1852 | 2.00 | 0.0000 | 1.5791 | Insufficient Node
1086 | ExhaustionPersistence_Age6-10 | Insufficient Node | 0.1852 | 2.00 | 0.0000 | 1.5791 | Insufficient Node
1087 | DecayToNeutral_Age1 | Secondary Node | 0.2590 | 3.00 | 0.4186 | 2.0054 | Secondary Node
1088 | NeutralProcessing_Age1 | Core Node | 0.2498 | 3.00 | 0.4377 | 1.6762 | Core Node
1089 | NeutralProcessing_Age2 | Core Node | 0.2959 | 5.00 | 0.4800 | 1.8695 | Core Node
1090 | MixedStructure_Age1 | Weak Node | 0.1752 | 3.00 | 0.1639 | 1.1541 | Weak Node
1091 | MixedStructure_Age2 | Insufficient Node | 0.2119 | 10.00 | 0.0741 | 1.3162 | Insufficient Node
1092 | RecoveryResolution_Age1 | Insufficient Node | 0.2331 | 5.00 | 0.2826 | 1.9609 | Insufficient Node
1093 | CompressionProcessing_Age1 | Secondary Node | 0.2266 | 3.00 | 0.2809 | 1.7915 | Secondary Node
1094 | CompressionProcessing_Age2 | Weak Node | 0.2113 | 3.00 | 0.2941 | 1.8148 | Weak Node
1095 | NeutralProcessing_Age1 | Core Node | 0.2498 | 3.00 | 0.4377 | 1.6762 | Core Node
1096 | NeutralProcessing_Age2 | Core Node | 0.2959 | 5.00 | 0.4800 | 1.8695 | Core Node
1097 | NeutralProcessing_Age3 | Core Node | 0.3638 | 5.00 | 0.5804 | 2.1324 | Core Node
1098 | NeutralProcessing_Age4 | Core Node | 0.3723 | 5.00 | 0.9518 | 2.7514 | Core Node
1099 | NeutralProcessing_Age5 | Core Node | 0.3030 | 3.00 | 0.8125 | 2.4469 | Core Node
1100 | NeutralProcessing_Age6-10 | Secondary Node | 0.1972 | 3.00 | 0.5079 | 1.6973 | Secondary Node
1101 | NeutralProcessing_Age6-10 | Secondary Node | 0.1972 | 3.00 | 0.5079 | 1.6973 | Secondary Node
1102 | NeutralProcessing_Age6-10 | Secondary Node | 0.1972 | 3.00 | 0.5079 | 1.6973 | Secondary Node
1103 | NeutralProcessing_Age6-10 | Secondary Node | 0.1972 | 3.00 | 0.5079 | 1.6973 | Secondary Node
1104 | NeutralProcessing_Age6-10 | Secondary Node | 0.1972 | 3.00 | 0.5079 | 1.6973 | Secondary Node
1105 | ReassertionProcessing_Age1 | Weak Node | 0.1818 | 3.00 | 0.0748 | 1.5848 | Weak Node
1106 | NeutralProcessing_Age1 | Core Node | 0.2498 | 3.00 | 0.4377 | 1.6762 | Core Node
1107 | NeutralProcessing_Age2 | Core Node | 0.2959 | 5.00 | 0.4800 | 1.8695 | Core Node
1108 | NeutralProcessing_Age3 | Core Node | 0.3638 | 5.00 | 0.5804 | 2.1324 | Core Node
1109 | NeutralProcessing_Age4 | Core Node | 0.3723 | 5.00 | 0.9518 | 2.7514 | Core Node
1110 | NeutralProcessing_Age5 | Core Node | 0.3030 | 3.00 | 0.8125 | 2.4469 | Core Node
1111 | NeutralProcessing_Age6-10 | Secondary Node | 0.1972 | 3.00 | 0.5079 | 1.6973 | Secondary Node
1112 | NeutralProcessing_Age6-10 | Secondary Node | 0.1972 | 3.00 | 0.5079 | 1.6973 | Secondary Node
1113 | NeutralProcessing_Age6-10 | Secondary Node | 0.1972 | 3.00 | 0.5079 | 1.6973 | Secondary Node
1114 | ExhaustionPersistence_Age1 | Secondary Node | 0.2048 | 8.00 | 0.1569 | 1.3170 | Secondary Node
1115 | RecoveryResolution_Age1 | Insufficient Node | 0.2331 | 5.00 | 0.2826 | 1.9609 | Insufficient Node
1116 | RecoveryResolution_Age2 | Insufficient Node | 0.3248 | 3.00 | 0.3846 | 2.3097 | Insufficient Node
1117 | NeutralProcessing_Age1 | Core Node | 0.2498 | 3.00 | 0.4377 | 1.6762 | Core Node
1118 | NeutralProcessing_Age2 | Core Node | 0.2959 | 5.00 | 0.4800 | 1.8695 | Core Node
1119 | CompressionProcessing_Age1 | Secondary Node | 0.2266 | 3.00 | 0.2809 | 1.7915 | Secondary Node
1120 | NeutralProcessing_Age1 | Core Node | 0.2498 | 3.00 | 0.4377 | 1.6762 | Core Node
1121 | NeutralProcessing_Age2 | Core Node | 0.2959 | 5.00 | 0.4800 | 1.8695 | Core Node
1122 | NeutralProcessing_Age3 | Core Node | 0.3638 | 5.00 | 0.5804 | 2.1324 | Core Node
1123 | ReassertionProcessing_Age1 | Weak Node | 0.1818 | 3.00 | 0.0748 | 1.5848 | Weak Node
1124 | NeutralProcessing_Age1 | Core Node | 0.2498 | 3.00 | 0.4377 | 1.6762 | Core Node
1125 | ReassertionProcessing_Age1 | Weak Node | 0.1818 | 3.00 | 0.0748 | 1.5848 | Weak Node
1126 | MixedStructure_Age1 | Weak Node | 0.1752 | 3.00 | 0.1639 | 1.1541 | Weak Node
1127 | NeutralProcessing_Age1 | Core Node | 0.2498 | 3.00 | 0.4377 | 1.6762 | Core Node
1128 | NeutralProcessing_Age2 | Core Node | 0.2959 | 5.00 | 0.4800 | 1.8695 | Core Node
1129 | ReassertionProcessing_Age1 | Weak Node | 0.1818 | 3.00 | 0.0748 | 1.5848 | Weak Node
1130 | NeutralProcessing_Age1 | Core Node | 0.2498 | 3.00 | 0.4377 | 1.6762 | Core Node
1131 | NeutralProcessing_Age2 | Core Node | 0.2959 | 5.00 | 0.4800 | 1.8695 | Core Node
1132 | NeutralProcessing_Age3 | Core Node | 0.3638 | 5.00 | 0.5804 | 2.1324 | Core Node
1133 | ReassertionProcessing_Age1 | Weak Node | 0.1818 | 3.00 | 0.0748 | 1.5848 | Weak Node
1134 | NeutralProcessing_Age1 | Core Node | 0.2498 | 3.00 | 0.4377 | 1.6762 | Core Node
1135 | NeutralProcessing_Age2 | Core Node | 0.2959 | 5.00 | 0.4800 | 1.8695 | Core Node
1136 | MixedStructure_Age1 | Weak Node | 0.1752 | 3.00 | 0.1639 | 1.1541 | Weak Node
1137 | RecoveryResolution_Age1 | Insufficient Node | 0.2331 | 5.00 | 0.2826 | 1.9609 | Insufficient Node
1138 | CompressionProcessing_Age1 | Secondary Node | 0.2266 | 3.00 | 0.2809 | 1.7915 | Secondary Node
1139 | CompressionProcessing_Age2 | Weak Node | 0.2113 | 3.00 | 0.2941 | 1.8148 | Weak Node
1140 | CompressionProcessing_Age3 | Insufficient Node | 0.2537 | 2.00 | 0.4333 | 1.7274 | Insufficient Node
1141 | CompressionProcessing_Age4 | Insufficient Node | 0.1080 | 2.00 | 0.3333 | 1.2660 | Insufficient Node
1142 | MixedStructure_Age1 | Weak Node | 0.1752 | 3.00 | 0.1639 | 1.1541 | Weak Node
1143 | MixedStructure_Age2 | Insufficient Node | 0.2119 | 10.00 | 0.0741 | 1.3162 | Insufficient Node
1144 | NeutralProcessing_Age1 | Core Node | 0.2498 | 3.00 | 0.4377 | 1.6762 | Core Node
1145 | MixedStructure_Age1 | Weak Node | 0.1752 | 3.00 | 0.1639 | 1.1541 | Weak Node
1146 | NeutralProcessing_Age1 | Core Node | 0.2498 | 3.00 | 0.4377 | 1.6762 | Core Node
1147 | CompressionProcessing_Age1 | Secondary Node | 0.2266 | 3.00 | 0.2809 | 1.7915 | Secondary Node
1148 | CompressionProcessing_Age2 | Weak Node | 0.2113 | 3.00 | 0.2941 | 1.8148 | Weak Node
1149 | CompressionProcessing_Age3 | Insufficient Node | 0.2537 | 2.00 | 0.4333 | 1.7274 | Insufficient Node
1150 | CompressionProcessing_Age4 | Insufficient Node | 0.1080 | 2.00 | 0.3333 | 1.2660 | Insufficient Node
1151 | CompressionProcessing_Age5 | Insufficient Node | 0.2014 | 3.00 | 0.0000 | 1.6743 | Insufficient Node
1152 | ReassertionProcessing_Age1 | Weak Node | 0.1818 | 3.00 | 0.0748 | 1.5848 | Weak Node
1153 | DestructiveRotation_Age1 | Weak Node | 0.1808 | 5.00 | 0.0159 | 1.1153 | Weak Node
1154 | DestructiveRotation_Age2 | Insufficient Node | 0.3081 | 5.00 | 0.2727 | 1.4967 | Insufficient Node
1155 | DestructiveRotation_Age3 | Insufficient Node | 0.3111 | 3.00 | 0.6000 | 2.4059 | Insufficient Node
1156 | DecayToNeutral_Age1 | Secondary Node | 0.2590 | 3.00 | 0.4186 | 2.0054 | Secondary Node
1157 | NeutralProcessing_Age1 | Core Node | 0.2498 | 3.00 | 0.4377 | 1.6762 | Core Node
1158 | NeutralProcessing_Age2 | Core Node | 0.2959 | 5.00 | 0.4800 | 1.8695 | Core Node
1159 | NeutralProcessing_Age3 | Core Node | 0.3638 | 5.00 | 0.5804 | 2.1324 | Core Node
1160 | NeutralProcessing_Age4 | Core Node | 0.3723 | 5.00 | 0.9518 | 2.7514 | Core Node
1161 | NeutralProcessing_Age5 | Core Node | 0.3030 | 3.00 | 0.8125 | 2.4469 | Core Node
1162 | NeutralProcessing_Age6-10 | Secondary Node | 0.1972 | 3.00 | 0.5079 | 1.6973 | Secondary Node
1163 | NeutralProcessing_Age6-10 | Secondary Node | 0.1972 | 3.00 | 0.5079 | 1.6973 | Secondary Node
1164 | NeutralProcessing_Age6-10 | Secondary Node | 0.1972 | 3.00 | 0.5079 | 1.6973 | Secondary Node
1165 | ReassertionProcessing_Age1 | Weak Node | 0.1818 | 3.00 | 0.0748 | 1.5848 | Weak Node
1166 | MixedStructure_Age1 | Weak Node | 0.1752 | 3.00 | 0.1639 | 1.1541 | Weak Node
1167 | ReassertionProcessing_Age1 | Weak Node | 0.1818 | 3.00 | 0.0748 | 1.5848 | Weak Node
1168 | ReassertionProcessing_Age2 | Insufficient Node | 0.1971 | 2.00 | 0.3226 | 1.9651 | Insufficient Node
1169 | DestructiveRotation_Age1 | Weak Node | 0.1808 | 5.00 | 0.0159 | 1.1153 | Weak Node
1170 | ExhaustionPersistence_Age1 | Secondary Node | 0.2048 | 8.00 | 0.1569 | 1.3170 | Secondary Node
1171 | ExhaustionPersistence_Age2 | Insufficient Node | 0.3480 | 3.00 | 0.4737 | 2.3484 | Insufficient Node
1172 | RecoveryResolution_Age1 | Insufficient Node | 0.2331 | 5.00 | 0.2826 | 1.9609 | Insufficient Node
1173 | RecoveryResolution_Age2 | Insufficient Node | 0.3248 | 3.00 | 0.3846 | 2.3097 | Insufficient Node
1174 | NeutralProcessing_Age1 | Core Node | 0.2498 | 3.00 | 0.4377 | 1.6762 | Core Node
1175 | NeutralProcessing_Age2 | Core Node | 0.2959 | 5.00 | 0.4800 | 1.8695 | Core Node
1176 | CompressionProcessing_Age1 | Secondary Node | 0.2266 | 3.00 | 0.2809 | 1.7915 | Secondary Node
1177 | ExhaustionPersistence_Age1 | Secondary Node | 0.2048 | 8.00 | 0.1569 | 1.3170 | Secondary Node
1178 | NeutralProcessing_Age1 | Core Node | 0.2498 | 3.00 | 0.4377 | 1.6762 | Core Node
1179 | NeutralProcessing_Age2 | Core Node | 0.2959 | 5.00 | 0.4800 | 1.8695 | Core Node
1180 | NeutralProcessing_Age3 | Core Node | 0.3638 | 5.00 | 0.5804 | 2.1324 | Core Node
1181 | NeutralProcessing_Age4 | Core Node | 0.3723 | 5.00 | 0.9518 | 2.7514 | Core Node
1182 | NeutralProcessing_Age5 | Core Node | 0.3030 | 3.00 | 0.8125 | 2.4469 | Core Node
1183 | NeutralProcessing_Age6-10 | Secondary Node | 0.1972 | 3.00 | 0.5079 | 1.6973 | Secondary Node
1184 | NeutralProcessing_Age6-10 | Secondary Node | 0.1972 | 3.00 | 0.5079 | 1.6973 | Secondary Node
1185 | NeutralProcessing_Age6-10 | Secondary Node | 0.1972 | 3.00 | 0.5079 | 1.6973 | Secondary Node
1186 | ReassertionProcessing_Age1 | Weak Node | 0.1818 | 3.00 | 0.0748 | 1.5848 | Weak Node
1187 | MixedStructure_Age1 | Weak Node | 0.1752 | 3.00 | 0.1639 | 1.1541 | Weak Node
1188 | NeutralProcessing_Age1 | Core Node | 0.2498 | 3.00 | 0.4377 | 1.6762 | Core Node
1189 | NeutralProcessing_Age2 | Core Node | 0.2959 | 5.00 | 0.4800 | 1.8695 | Core Node
1190 | ReassertionProcessing_Age1 | Weak Node | 0.1818 | 3.00 | 0.0748 | 1.5848 | Weak Node
1191 | ReassertionProcessing_Age2 | Insufficient Node | 0.1971 | 2.00 | 0.3226 | 1.9651 | Insufficient Node
1192 | NeutralProcessing_Age1 | Core Node | 0.2498 | 3.00 | 0.4377 | 1.6762 | Core Node
1193 | NeutralProcessing_Age2 | Core Node | 0.2959 | 5.00 | 0.4800 | 1.8695 | Core Node
1194 | NeutralProcessing_Age3 | Core Node | 0.3638 | 5.00 | 0.5804 | 2.1324 | Core Node
1195 | NeutralProcessing_Age4 | Core Node | 0.3723 | 5.00 | 0.9518 | 2.7514 | Core Node
1196 | NeutralProcessing_Age5 | Core Node | 0.3030 | 3.00 | 0.8125 | 2.4469 | Core Node
1197 | NeutralProcessing_Age6-10 | Secondary Node | 0.1972 | 3.00 | 0.5079 | 1.6973 | Secondary Node
1198 | NeutralProcessing_Age6-10 | Secondary Node | 0.1972 | 3.00 | 0.5079 | 1.6973 | Secondary Node
1199 | ReassertionProcessing_Age1 | Weak Node | 0.1818 | 3.00 | 0.0748 | 1.5848 | Weak Node
1200 | ReassertionProcessing_Age2 | Insufficient Node | 0.1971 | 2.00 | 0.3226 | 1.9651 | Insufficient Node
1201 | DestructiveRotation_Age1 | Weak Node | 0.1808 | 5.00 | 0.0159 | 1.1153 | Weak Node
1202 | ReassertionProcessing_Age1 | Weak Node | 0.1818 | 3.00 | 0.0748 | 1.5848 | Weak Node
1203 | DestructiveRotation_Age1 | Weak Node | 0.1808 | 5.00 | 0.0159 | 1.1153 | Weak Node
1204 | ReassertionProcessing_Age1 | Weak Node | 0.1818 | 3.00 | 0.0748 | 1.5848 | Weak Node
1205 | ReassertionProcessing_Age2 | Insufficient Node | 0.1971 | 2.00 | 0.3226 | 1.9651 | Insufficient Node
1206 | DestructiveRotation_Age1 | Weak Node | 0.1808 | 5.00 | 0.0159 | 1.1153 | Weak Node
1207 | NeutralProcessing_Age1 | Core Node | 0.2498 | 3.00 | 0.4377 | 1.6762 | Core Node
1208 | NeutralProcessing_Age2 | Core Node | 0.2959 | 5.00 | 0.4800 | 1.8695 | Core Node
1209 | ReassertionProcessing_Age1 | Weak Node | 0.1818 | 3.00 | 0.0748 | 1.5848 | Weak Node
1210 | NeutralProcessing_Age1 | Core Node | 0.2498 | 3.00 | 0.4377 | 1.6762 | Core Node
1211 | ReassertionProcessing_Age1 | Weak Node | 0.1818 | 3.00 | 0.0748 | 1.5848 | Weak Node
1212 | MixedStructure_Age1 | Weak Node | 0.1752 | 3.00 | 0.1639 | 1.1541 | Weak Node
1213 | NeutralProcessing_Age1 | Core Node | 0.2498 | 3.00 | 0.4377 | 1.6762 | Core Node
1214 | ReassertionProcessing_Age1 | Weak Node | 0.1818 | 3.00 | 0.0748 | 1.5848 | Weak Node
1215 | MixedStructure_Age1 | Weak Node | 0.1752 | 3.00 | 0.1639 | 1.1541 | Weak Node
1216 | ExhaustionPersistence_Age1 | Secondary Node | 0.2048 | 8.00 | 0.1569 | 1.3170 | Secondary Node
1217 | DecayToNeutral_Age1 | Secondary Node | 0.2590 | 3.00 | 0.4186 | 2.0054 | Secondary Node
1218 | NeutralProcessing_Age1 | Core Node | 0.2498 | 3.00 | 0.4377 | 1.6762 | Core Node
1219 | NeutralProcessing_Age2 | Core Node | 0.2959 | 5.00 | 0.4800 | 1.8695 | Core Node
1220 | MixedStructure_Age1 | Weak Node | 0.1752 | 3.00 | 0.1639 | 1.1541 | Weak Node
1221 | NeutralProcessing_Age1 | Core Node | 0.2498 | 3.00 | 0.4377 | 1.6762 | Core Node
1222 | ConstructiveEmergence_Age1 | Insufficient Node | 0.1865 | 2.00 | 0.3571 | 2.0800 | Insufficient Node
1223 | DecayToNeutral_Age1 | Secondary Node | 0.2590 | 3.00 | 0.4186 | 2.0054 | Secondary Node
1224 | NeutralProcessing_Age1 | Core Node | 0.2498 | 3.00 | 0.4377 | 1.6762 | Core Node
1225 | MixedStructure_Age1 | Weak Node | 0.1752 | 3.00 | 0.1639 | 1.1541 | Weak Node
1226 | NeutralProcessing_Age1 | Core Node | 0.2498 | 3.00 | 0.4377 | 1.6762 | Core Node
1227 | ReassertionProcessing_Age1 | Weak Node | 0.1818 | 3.00 | 0.0748 | 1.5848 | Weak Node
1228 | MixedStructure_Age1 | Weak Node | 0.1752 | 3.00 | 0.1639 | 1.1541 | Weak Node
1229 | NeutralProcessing_Age1 | Core Node | 0.2498 | 3.00 | 0.4377 | 1.6762 | Core Node
1230 | NeutralProcessing_Age2 | Core Node | 0.2959 | 5.00 | 0.4800 | 1.8695 | Core Node
1231 | NeutralProcessing_Age3 | Core Node | 0.3638 | 5.00 | 0.5804 | 2.1324 | Core Node
1232 | NeutralProcessing_Age4 | Core Node | 0.3723 | 5.00 | 0.9518 | 2.7514 | Core Node
1233 | NeutralProcessing_Age5 | Core Node | 0.3030 | 3.00 | 0.8125 | 2.4469 | Core Node
1234 | MixedStructure_Age1 | Weak Node | 0.1752 | 3.00 | 0.1639 | 1.1541 | Weak Node
1235 | MixedStructure_Age2 | Insufficient Node | 0.2119 | 10.00 | 0.0741 | 1.3162 | Insufficient Node
1236 | MixedStructure_Age3 | Insufficient Node | 0.1111 | 3.00 | 0.2500 | 1.8689 | Insufficient Node
1237 | MixedStructure_Age4 | Insufficient Node | 0.3056 | 2.00 | 0.0000 | 2.2173 | Insufficient Node
1238 | DestructiveRotation_Age1 | Weak Node | 0.1808 | 5.00 | 0.0159 | 1.1153 | Weak Node
1239 | DestructiveRotation_Age2 | Insufficient Node | 0.3081 | 5.00 | 0.2727 | 1.4967 | Insufficient Node
1240 | RecoveryResolution_Age1 | Insufficient Node | 0.2331 | 5.00 | 0.2826 | 1.9609 | Insufficient Node
1241 | CompressionProcessing_Age1 | Secondary Node | 0.2266 | 3.00 | 0.2809 | 1.7915 | Secondary Node
1242 | NeutralProcessing_Age1 | Core Node | 0.2498 | 3.00 | 0.4377 | 1.6762 | Core Node
1243 | NeutralProcessing_Age2 | Core Node | 0.2959 | 5.00 | 0.4800 | 1.8695 | Core Node
1244 | CompressionProcessing_Age1 | Secondary Node | 0.2266 | 3.00 | 0.2809 | 1.7915 | Secondary Node
1245 | MixedStructure_Age1 | Weak Node | 0.1752 | 3.00 | 0.1639 | 1.1541 | Weak Node
1246 | NeutralProcessing_Age1 | Core Node | 0.2498 | 3.00 | 0.4377 | 1.6762 | Core Node
1247 | CompressionProcessing_Age1 | Secondary Node | 0.2266 | 3.00 | 0.2809 | 1.7915 | Secondary Node
1248 | CompressionProcessing_Age2 | Weak Node | 0.2113 | 3.00 | 0.2941 | 1.8148 | Weak Node
1249 | NeutralProcessing_Age1 | Core Node | 0.2498 | 3.00 | 0.4377 | 1.6762 | Core Node
1250 | NeutralProcessing_Age2 | Core Node | 0.2959 | 5.00 | 0.4800 | 1.8695 | Core Node
1251 | NeutralProcessing_Age3 | Core Node | 0.3638 | 5.00 | 0.5804 | 2.1324 | Core Node
1252 | NeutralProcessing_Age4 | Core Node | 0.3723 | 5.00 | 0.9518 | 2.7514 | Core Node
1253 | NeutralProcessing_Age5 | Core Node | 0.3030 | 3.00 | 0.8125 | 2.4469 | Core Node
1254 | NeutralProcessing_Age6-10 | Secondary Node | 0.1972 | 3.00 | 0.5079 | 1.6973 | Secondary Node
1255 | NeutralProcessing_Age6-10 | Secondary Node | 0.1972 | 3.00 | 0.5079 | 1.6973 | Secondary Node
1256 | NeutralProcessing_Age6-10 | Secondary Node | 0.1972 | 3.00 | 0.5079 | 1.6973 | Secondary Node
1257 | NeutralProcessing_Age6-10 | Secondary Node | 0.1972 | 3.00 | 0.5079 | 1.6973 | Secondary Node
1258 | NeutralProcessing_Age6-10 | Secondary Node | 0.1972 | 3.00 | 0.5079 | 1.6973 | Secondary Node
1259 | MixedStructure_Age1 | Weak Node | 0.1752 | 3.00 | 0.1639 | 1.1541 | Weak Node
1260 | ExhaustionPersistence_Age1 | Secondary Node | 0.2048 | 8.00 | 0.1569 | 1.3170 | Secondary Node
1261 | DestructiveRotation_Age1 | Weak Node | 0.1808 | 5.00 | 0.0159 | 1.1153 | Weak Node
1262 | CompressionProcessing_Age1 | Secondary Node | 0.2266 | 3.00 | 0.2809 | 1.7915 | Secondary Node
1263 | CompressionProcessing_Age2 | Weak Node | 0.2113 | 3.00 | 0.2941 | 1.8148 | Weak Node
1264 | CompressionProcessing_Age3 | Insufficient Node | 0.2537 | 2.00 | 0.4333 | 1.7274 | Insufficient Node
1265 | NeutralProcessing_Age1 | Core Node | 0.2498 | 3.00 | 0.4377 | 1.6762 | Core Node
1266 | NeutralProcessing_Age2 | Core Node | 0.2959 | 5.00 | 0.4800 | 1.8695 | Core Node
1267 | CompressionProcessing_Age1 | Secondary Node | 0.2266 | 3.00 | 0.2809 | 1.7915 | Secondary Node
1268 | CompressionProcessing_Age2 | Weak Node | 0.2113 | 3.00 | 0.2941 | 1.8148 | Weak Node
1269 | NeutralProcessing_Age1 | Core Node | 0.2498 | 3.00 | 0.4377 | 1.6762 | Core Node
1270 | NeutralProcessing_Age2 | Core Node | 0.2959 | 5.00 | 0.4800 | 1.8695 | Core Node
1271 | NeutralProcessing_Age3 | Core Node | 0.3638 | 5.00 | 0.5804 | 2.1324 | Core Node
1272 | NeutralProcessing_Age4 | Core Node | 0.3723 | 5.00 | 0.9518 | 2.7514 | Core Node
