APVA Path Motif Study v0.1 - Aggregate
============================================================================================================
Instruments: 6E, CL, NQ

Aggregate Motif Table
PreviousNode | CurrentNode | NextNode | Count | Probability | ReplicationCount
MixedStructure_Age2 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 0.0003 | 3
MixedStructure_Age1 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 | 0.0003 | 3
NeutralProcessing_Age21+ -> NeutralProcessing_Age21+ -> NeutralProcessing_Age21+ | 0.0003 | 1
RecoveryResolution_Age1 -> RecoveryResolution_Age2 -> RecoveryResolution_Age3 | 0.0003 | 3
MixedStructure_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | 0.0003 | 3
CompressionProcessing_Age4 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 0.0002 | 2
DestructiveRotation_Age1 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 | 0.0002 | 3
ExhaustionPersistence_Age3 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 | 0.0002 | 1
DestructiveRotation_Age1 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 0.0002 | 3
CompressionProcessing_Age6-10 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 0.0001 | 3
ReassertionProcessing_Age2 -> ReassertionProcessing_Age3 -> DestructiveRotation_Age1 | 0.0001 | 3
ReassertionProcessing_Age2 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 | 0.0001 | 3
NeutralProcessing_Age4 -> ReassertionProcessing_Age1 -> NeutralProcessing_Age1 | 0.0001 | 3
CompressionProcessing_Age5 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 0.0001 | 1
ExhaustionPersistence_Age4 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | 0.0001 | 3
ReassertionProcessing_Age2 -> DestructiveRotation_Age1 -> NeutralProcessing_Age1 | 0.0001 | 3
ExhaustionPersistence_Age4 -> DestructiveRotation_Age1 -> DecayToNeutral_Age1 | 0.0001 | 3
MixedStructure_Age2 -> ReassertionProcessing_Age1 -> MixedStructure_Age1 | 0.0001 | 2
NeutralProcessing_Age11-20 -> NeutralProcessing_Age21+ -> NeutralProcessing_Age21+ | 0.0001 | 1
DestructiveRotation_Age2 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 0.0001 | 3
MixedStructure_Age2 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 | 0.0001 | 2
ReassertionProcessing_Age1 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 | 0.0001 | 3
NeutralProcessing_Age4 -> MixedStructure_Age1 -> NeutralProcessing_Age1 | 0.0001 | 2
DestructiveRotation_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | 0.0001 | 3
DestructiveRotation_Age2 -> DestructiveRotation_Age3 -> DecayToNeutral_Age1 | 0.0001 | 2
ExhaustionPersistence_Age4 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 | 0.0001 | 3
MixedStructure_Age3 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 0.0001 | 2
ExhaustionPersistence_Age6-10 -> DecayToNeutral_Age1 -> NeutralProcessing_Age1 | 0.0001 | 2
RecoveryResolution_Age4 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 | 0.0001 | 2
CompressionProcessing_Age1 -> ReassertionProcessing_Age1 -> NeutralProcessing_Age1 | 0.0000 | 1
CompressionProcessing_Age1 -> MixedStructure_Age1 -> NeutralProcessing_Age1 | 0.0000 | 3
ExhaustionPersistence_Age6-10 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 | 0.0000 | 1
CompressionProcessing_Age2 -> MixedStructure_Age1 -> DecayToNeutral_Age1 | 0.0000 | 2
START -> MixedStructure_Age1 -> MixedStructure_Age2 | 0.0000 | 3
DestructiveRotation_Age2 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 | 0.0000 | 2
DestructiveRotation_Age1 -> ConstructiveEmergence_Age1 -> MixedStructure_Age1 | 0.0000 | 1
NeutralProcessing_Age11-20 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 | 0.0000 | 3
ExhaustionPersistence_Age5 -> DecayToNeutral_Age1 -> NeutralProcessing_Age1 | 0.0000 | 2
ExhaustionPersistence_Age4 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 | 0.0000 | 1
RecoveryResolution_Age4 -> RecoveryResolution_Age5 -> RecoveryResolution_Age6-10 | 0.0000 | 1
CompressionProcessing_Age5 -> ReassertionProcessing_Age1 -> DestructiveRotation_Age1 | 0.0000 | 2
RecoveryResolution_Age6-10 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | 0.0000 | 1
CompressionProcessing_Age11-20 -> ExhaustionPersistence_Age1 -> CompressionProcessing_Age1 | 0.0000 | 1
DestructiveRotation_Age3 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | 0.0000 | 1
DestructiveRotation_Age3 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 | 0.0000 | 2
CompressionProcessing_Age6-10 -> ReassertionProcessing_Age1 -> MixedStructure_Age1 | 0.0000 | 1
MixedStructure_Age3 -> ConstructiveEmergence_Age1 -> MixedStructure_Age1 | 0.0000 | 1
ExhaustionPersistence_Age6-10 -> DestructiveRotation_Age1 -> DecayToNeutral_Age1 | 0.0000 | 1
NeutralProcessing_Age4 -> CompressionProcessing_Age1 -> NeutralProcessing_Age1 | 0.0000 | 1
DestructiveRotation_Age1 -> DestructiveRotation_Age2 -> DecayToNeutral_Age1 | 0.0000 | 3
DestructiveRotation_Age2 -> DecayToNeutral_Age1 -> NeutralProcessing_Age1 | 0.0000 | 3
NeutralProcessing_Age2 -> ConstructiveEmergence_Age1 -> NeutralProcessing_Age1 | 0.0000 | 2
CompressionProcessing_Age5 -> MixedStructure_Age1 -> DecayToNeutral_Age1 | 0.0000 | 1
ReassertionProcessing_Age3 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 | 0.0000 | 1
ExhaustionPersistence_Age6-10 -> CompressionProcessing_Age1 -> NeutralProcessing_Age1 | 0.0000 | 1
DestructiveRotation_Age3 -> DestructiveRotation_Age4 -> DecayToNeutral_Age1 | 0.0000 | 1
DestructiveRotation_Age4 -> DecayToNeutral_Age1 -> CompressionProcessing_Age1 | 0.0000 | 1
RecoveryResolution_Age5 -> NeutralProcessing_Age1 -> CompressionProcessing_Age1 | 0.0000 | 1
CompressionProcessing_Age11-20 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 0.0000 | 1
MixedStructure_Age4 -> MixedStructure_Age5 -> DecayToNeutral_Age1 | 0.0000 | 1
MixedStructure_Age5 -> DecayToNeutral_Age1 -> NeutralProcessing_Age1 | 0.0000 | 1
CompressionProcessing_Age2 -> ConstructiveEmergence_Age1 -> CompressionProcessing_Age1 | 0.0000 | 1
NeutralProcessing_Age21+ -> ExhaustionPersistence_Age1 -> RecoveryResolution_Age1 | 0.0000 | 1
MixedStructure_Age4 -> DestructiveRotation_Age1 -> DestructiveRotation_Age2 | 0.0000 | 1
DestructiveRotation_Age3 -> MixedStructure_Age1 -> DecayToNeutral_Age1 | 0.0000 | 1
CompressionProcessing_Age2 -> DestructiveRotation_Age1 -> DecayToNeutral_Age1 | 0.0000 | 1
NeutralProcessing_Age3 -> ConstructiveEmergence_Age1 -> MixedStructure_Age1 | 0.0000 | 1
ExhaustionPersistence_Age5 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 | 0.0000 | 1
ExhaustionPersistence_Age2 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | 0.0000 | 2
CompressionProcessing_Age1 -> DecayToNeutral_Age1 -> DestructiveRotation_Age1 | 0.0000 | 2
NeutralProcessing_Age21+ -> CompressionProcessing_Age1 -> NeutralProcessing_Age1 | 0.0000 | 1
NeutralProcessing_Age4 -> RecoveryResolution_Age1 -> NeutralProcessing_Age1 | 0.0000 | 1
CompressionProcessing_Age4 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | 0.0000 | 3
ExhaustionPersistence_Age5 -> ExhaustionPersistence_Age6-10 -> ExhaustionPersistence_Age6-10 | -0.0000 | 3
NeutralProcessing_Age5 -> ExhaustionPersistence_Age1 -> NeutralProcessing_Age1 | -0.0000 | 2
DestructiveRotation_Age2 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | -0.0000 | 2
CompressionProcessing_Age6-10 -> DecayToNeutral_Age1 -> NeutralProcessing_Age1 | -0.0000 | 1
MixedStructure_Age4 -> DecayToNeutral_Age1 -> NeutralProcessing_Age1 | -0.0000 | 1
MixedStructure_Age2 -> DestructiveRotation_Age1 -> DecayToNeutral_Age1 | -0.0000 | 1
CompressionProcessing_Age2 -> ReassertionProcessing_Age1 -> MixedStructure_Age1 | -0.0000 | 2
CompressionProcessing_Age4 -> DestructiveRotation_Age1 -> DestructiveRotation_Age2 | -0.0000 | 1
MixedStructure_Age3 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | -0.0000 | 1
NeutralProcessing_Age5 -> ConstructiveEmergence_Age1 -> NeutralProcessing_Age1 | -0.0000 | 1
RecoveryResolution_Age3 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 | -0.0000 | 3
CompressionProcessing_Age3 -> DecayToNeutral_Age1 -> NeutralProcessing_Age1 | -0.0000 | 2
NeutralProcessing_Age21+ -> ReassertionProcessing_Age1 -> NeutralProcessing_Age1 | -0.0000 | 1
CompressionProcessing_Age3 -> ReassertionProcessing_Age1 -> DestructiveRotation_Age1 | -0.0000 | 1
ConstructiveEmergence_Age1 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 | -0.0000 | 1
RecoveryResolution_Age4 -> CompressionProcessing_Age1 -> ExhaustionPersistence_Age1 | -0.0000 | 1
CompressionProcessing_Age4 -> ReassertionProcessing_Age1 -> ReassertionProcessing_Age2 | -0.0000 | 1
CompressionProcessing_Age1 -> DestructiveRotation_Age1 -> NeutralProcessing_Age1 | -0.0000 | 1
CompressionProcessing_Age1 -> ReassertionProcessing_Age1 -> ReassertionProcessing_Age2 | -0.0000 | 1
ExhaustionPersistence_Age3 -> DecayToNeutral_Age1 -> CompressionProcessing_Age1 | -0.0000 | 1
RecoveryResolution_Age6-10 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 | -0.0000 | 1
CompressionProcessing_Age3 -> MixedStructure_Age1 -> RecoveryResolution_Age1 | -0.0000 | 1
CompressionProcessing_Age3 -> NeutralProcessing_Age1 -> DestructiveRotation_Age1 | -0.0000 | 1
NeutralProcessing_Age2 -> DestructiveRotation_Age1 -> DestructiveRotation_Age2 | -0.0000 | 1
ExhaustionPersistence_Age6-10 -> DecayToNeutral_Age1 -> DestructiveRotation_Age1 | -0.0000 | 1
CompressionProcessing_Age2 -> DecayToNeutral_Age1 -> ReassertionProcessing_Age1 | -0.0000 | 1
CompressionProcessing_Age6-10 -> DecayToNeutral_Age1 -> DestructiveRotation_Age1 | -0.0000 | 1
NeutralProcessing_Age3 -> ConstructiveEmergence_Age1 -> NeutralProcessing_Age1 | -0.0000 | 1
DestructiveRotation_Age2 -> ReassertionProcessing_Age1 -> CompressionProcessing_Age1 | -0.0000 | 1
CompressionProcessing_Age4 -> DecayToNeutral_Age1 -> ReassertionProcessing_Age1 | -0.0000 | 1
CompressionProcessing_Age5 -> DestructiveRotation_Age1 -> ReassertionProcessing_Age1 | -0.0000 | 1
CompressionProcessing_Age2 -> ReassertionProcessing_Age1 -> DestructiveRotation_Age1 | -0.0000 | 1
MixedStructure_Age3 -> NeutralProcessing_Age1 -> MixedStructure_Age1 | -0.0000 | 1
ExhaustionPersistence_Age6-10 -> DecayToNeutral_Age1 -> MixedStructure_Age1 | -0.0000 | 1
CompressionProcessing_Age5 -> ReassertionProcessing_Age1 -> MixedStructure_Age1 | -0.0000 | 1
CompressionProcessing_Age4 -> ExhaustionPersistence_Age1 -> DestructiveRotation_Age1 | -0.0000 | 1
ReassertionProcessing_Age2 -> ReassertionProcessing_Age3 -> CompressionProcessing_Age1 | -0.0000 | 1
CompressionProcessing_Age3 -> DestructiveRotation_Age1 -> DestructiveRotation_Age2 | -0.0000 | 1
CompressionProcessing_Age2 -> MixedStructure_Age1 -> CompressionProcessing_Age1 | -0.0000 | 1
MixedStructure_Age4 -> ExhaustionPersistence_Age1 -> DecayToNeutral_Age1 | -0.0000 | 1
NeutralProcessing_Age4 -> MixedStructure_Age1 -> DestructiveRotation_Age1 | -0.0000 | 1
MixedStructure_Age4 -> DecayToNeutral_Age1 -> MixedStructure_Age1 | -0.0000 | 1
NeutralProcessing_Age2 -> DestructiveRotation_Age1 -> CompressionProcessing_Age1 | -0.0000 | 1
MixedStructure_Age3 -> DestructiveRotation_Age1 -> DecayToNeutral_Age1 | -0.0000 | 1
CompressionProcessing_Age1 -> MixedStructure_Age1 -> MixedStructure_Age2 | -0.0000 | 1
ExhaustionPersistence_Age5 -> ExhaustionPersistence_Age6-10 -> CompressionProcessing_Age1 | -0.0000 | 1
NeutralProcessing_Age11-20 -> ConstructiveEmergence_Age1 -> MixedStructure_Age1 | -0.0000 | 1
CompressionProcessing_Age1 -> DecayToNeutral_Age1 -> NeutralProcessing_Age1 | -0.0000 | 1
ConstructiveEmergence_Age1 -> MixedStructure_Age1 -> CompressionProcessing_Age1 | -0.0000 | 1
NeutralProcessing_Age11-20 -> MixedStructure_Age1 -> CompressionProcessing_Age1 | -0.0000 | 1
DestructiveRotation_Age1 -> MixedStructure_Age1 -> DestructiveRotation_Age1 | -0.0000 | 1

Aggregate Grammar Hub Table
CurrentNode | IncomingNodes | OutgoingNodes | MotifBranchFactor
CompressionProcessing_Age1 | 26 | 8 | 208
MixedStructure_Age1 | 21 | 9 | 189
DestructiveRotation_Age1 | 20 | 9 | 180
NeutralProcessing_Age1 | 28 | 6 | 168
DecayToNeutral_Age1 | 21 | 6 | 126
ExhaustionPersistence_Age1 | 19 | 6 | 114
ReassertionProcessing_Age1 | 19 | 6 | 114
RecoveryResolution_Age1 | 22 | 3 | 66
ConstructiveEmergence_Age1 | 13 | 4 | 52
CompressionProcessing_Age6-10 | 2 | 9 | 18
NeutralProcessing_Age11-20 | 2 | 8 | 16
NeutralProcessing_Age6-10 | 2 | 8 | 16
ExhaustionPersistence_Age6-10 | 2 | 6 | 12
NeutralProcessing_Age21+ | 2 | 5 | 10
CompressionProcessing_Age2 | 1 | 9 | 9
CompressionProcessing_Age3 | 1 | 8 | 8
CompressionProcessing_Age4 | 1 | 8 | 8
CompressionProcessing_Age5 | 1 | 8 | 8
DestructiveRotation_Age2 | 1 | 8 | 8
MixedStructure_Age2 | 1 | 8 | 8
MixedStructure_Age3 | 1 | 7 | 7
NeutralProcessing_Age4 | 1 | 7 | 7
NeutralProcessing_Age5 | 1 | 7 | 7
CompressionProcessing_Age11-20 | 2 | 3 | 6
ExhaustionPersistence_Age4 | 1 | 6 | 6
ExhaustionPersistence_Age5 | 1 | 6 | 6
NeutralProcessing_Age2 | 1 | 6 | 6
DestructiveRotation_Age3 | 1 | 5 | 5
MixedStructure_Age4 | 1 | 5 | 5
NeutralProcessing_Age3 | 1 | 5 | 5
ExhaustionPersistence_Age3 | 1 | 4 | 4
ReassertionProcessing_Age2 | 1 | 4 | 4
RecoveryResolution_Age3 | 1 | 4 | 4
ExhaustionPersistence_Age2 | 1 | 3 | 3
ReassertionProcessing_Age3 | 1 | 2 | 2
RecoveryResolution_Age2 | 1 | 2 | 2
RecoveryResolution_Age4 | 1 | 2 | 2
RecoveryResolution_Age5 | 1 | 2 | 2
RecoveryResolution_Age6-10 | 1 | 2 | 2
DestructiveRotation_Age4 | 1 | 1 | 1
MixedStructure_Age5 | 1 | 1 | 1

Aggregate Replication Table
Motif | Prob_6E | Prob_CL | Prob_NQ | MeanProbability | StdDeviationProbability
CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 | 50.63% | 44.57% | 58.82% | 51.34% | 5.84%
CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> DecayToNeutral_Age1 | 2.47% | 2.17% | 1.96% | 2.20% | 0.21%
CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> ExhaustionPersistence_Age1 | 6.93% | 10.87% | 3.92% | 7.24% | 2.84%
CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> MixedStructure_Age1 | 1.21% | 1.09% | 1.96% | 1.42% | 0.39%
CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> NeutralProcessing_Age1 | 33.09% | 35.87% | 29.41% | 32.79% | 2.64%
CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> RecoveryResolution_Age1 | 4.64% | 4.35% | 1.96% | 3.65% | 1.20%
CompressionProcessing_Age1 -> ExhaustionPersistence_Age1 -> CompressionProcessing_Age1 | 32.60% | 7.69% | 50.00% | 30.10% | 17.36%
CompressionProcessing_Age1 -> ExhaustionPersistence_Age1 -> NeutralProcessing_Age1 | 14.92% | 30.77% | 25.00% | 23.56% | 6.55%
CompressionProcessing_Age1 -> ExhaustionPersistence_Age1 -> RecoveryResolution_Age1 | 16.02% | 30.77% | 25.00% | 23.93% | 6.07%
CompressionProcessing_Age1 -> MixedStructure_Age1 -> NeutralProcessing_Age1 | 57.14% | 66.67% | 100.00% | 74.60% | 18.37%
CompressionProcessing_Age1 -> NeutralProcessing_Age1 -> CompressionProcessing_Age1 | 24.35% | 21.82% | 19.23% | 21.80% | 2.09%
CompressionProcessing_Age1 -> NeutralProcessing_Age1 -> MixedStructure_Age1 | 10.21% | 10.91% | 3.85% | 8.32% | 3.18%
CompressionProcessing_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | 57.01% | 45.45% | 61.54% | 54.67% | 6.77%
CompressionProcessing_Age1 -> NeutralProcessing_Age1 -> ReassertionProcessing_Age1 | 4.83% | 16.36% | 15.38% | 12.19% | 5.22%
CompressionProcessing_Age1 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 81.75% | 84.62% | 60.00% | 75.45% | 10.99%
CompressionProcessing_Age1 -> RecoveryResolution_Age1 -> NeutralProcessing_Age1 | 18.25% | 15.38% | 40.00% | 24.55% | 10.99%
CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> CompressionProcessing_Age4 | 62.86% | 53.66% | 60.00% | 58.84% | 3.84%
CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> ExhaustionPersistence_Age1 | 7.74% | 14.63% | 6.67% | 9.68% | 3.53%
CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> NeutralProcessing_Age1 | 21.07% | 24.39% | 16.67% | 20.71% | 3.16%
CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> RecoveryResolution_Age1 | 4.05% | 2.44% | 6.67% | 4.38% | 1.74%
CompressionProcessing_Age2 -> ExhaustionPersistence_Age1 -> RecoveryResolution_Age1 | 26.09% | 20.00% | 50.00% | 32.03% | 12.95%
CompressionProcessing_Age2 -> NeutralProcessing_Age1 -> CompressionProcessing_Age1 | 33.70% | 24.24% | 26.67% | 28.20% | 4.01%
CompressionProcessing_Age2 -> NeutralProcessing_Age1 -> MixedStructure_Age1 | 7.65% | 3.03% | 26.67% | 12.45% | 10.23%
CompressionProcessing_Age2 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | 54.28% | 72.73% | 40.00% | 55.67% | 13.40%
CompressionProcessing_Age2 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 100.00% | 100.00% | 100.00% | 100.00% | 0.00%
CompressionProcessing_Age3 -> CompressionProcessing_Age4 -> CompressionProcessing_Age5 | 53.41% | 54.55% | 44.44% | 50.80% | 4.52%
CompressionProcessing_Age3 -> CompressionProcessing_Age4 -> DecayToNeutral_Age1 | 3.60% | 9.09% | 11.11% | 7.93% | 3.17%
CompressionProcessing_Age3 -> CompressionProcessing_Age4 -> ExhaustionPersistence_Age1 | 6.63% | 9.09% | 5.56% | 7.09% | 1.48%
CompressionProcessing_Age3 -> CompressionProcessing_Age4 -> NeutralProcessing_Age1 | 26.89% | 22.73% | 11.11% | 20.24% | 6.68%
CompressionProcessing_Age3 -> ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 | 33.85% | 33.33% | 50.00% | 39.06% | 7.74%
CompressionProcessing_Age3 -> NeutralProcessing_Age1 -> CompressionProcessing_Age1 | 27.68% | 30.00% | 20.00% | 25.89% | 4.27%
CompressionProcessing_Age3 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | 57.63% | 50.00% | 80.00% | 62.54% | 12.73%
CompressionProcessing_Age3 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 100.00% | 100.00% | 100.00% | 100.00% | 0.00%
CompressionProcessing_Age4 -> CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 | 45.04% | 41.67% | 37.50% | 41.40% | 3.08%
CompressionProcessing_Age4 -> CompressionProcessing_Age5 -> MixedStructure_Age1 | 4.26% | 8.33% | 12.50% | 8.36% | 3.37%
CompressionProcessing_Age4 -> CompressionProcessing_Age5 -> NeutralProcessing_Age1 | 26.95% | 8.33% | 37.50% | 24.26% | 12.06%
CompressionProcessing_Age4 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | 50.70% | 60.00% | 100.00% | 70.23% | 21.39%
CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 | 50.39% | 20.00% | 100.00% | 56.80% | 32.97%
CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 -> NeutralProcessing_Age1 | 25.00% | 100.00% | 33.33% | 52.78% | 33.56%
CompressionProcessing_Age6-10 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | 53.97% | 33.33% | 50.00% | 45.77% | 8.94%
CompressionProcessing_Age6-10 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 100.00% | 100.00% | 100.00% | 100.00% | 0.00%
ConstructiveEmergence_Age1 -> DecayToNeutral_Age1 -> NeutralProcessing_Age1 | 72.73% | 33.33% | 100.00% | 68.69% | 27.37%
ConstructiveEmergence_Age1 -> MixedStructure_Age1 -> DecayToNeutral_Age1 | 20.51% | 60.00% | 22.22% | 34.25% | 18.22%
ConstructiveEmergence_Age1 -> MixedStructure_Age1 -> MixedStructure_Age2 | 20.51% | 20.00% | 33.33% | 24.62% | 6.17%
ConstructiveEmergence_Age1 -> MixedStructure_Age1 -> NeutralProcessing_Age1 | 35.90% | 20.00% | 33.33% | 29.74% | 6.97%
ConstructiveEmergence_Age1 -> NeutralProcessing_Age1 -> MixedStructure_Age1 | 33.33% | 50.00% | 25.00% | 36.11% | 10.39%
ConstructiveEmergence_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | 59.26% | 50.00% | 75.00% | 61.42% | 10.32%
DecayToNeutral_Age1 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 | 100.00% | 100.00% | 100.00% | 100.00% | 0.00%
DecayToNeutral_Age1 -> DestructiveRotation_Age1 -> DecayToNeutral_Age1 | 62.20% | 54.55% | 50.00% | 55.58% | 5.04%
DecayToNeutral_Age1 -> DestructiveRotation_Age1 -> ExhaustionPersistence_Age1 | 12.60% | 9.09% | 33.33% | 18.34% | 10.70%
DecayToNeutral_Age1 -> MixedStructure_Age1 -> CompressionProcessing_Age1 | 4.50% | 3.85% | 4.76% | 4.37% | 0.39%
DecayToNeutral_Age1 -> MixedStructure_Age1 -> DecayToNeutral_Age1 | 46.21% | 42.31% | 47.62% | 45.38% | 2.25%
DecayToNeutral_Age1 -> MixedStructure_Age1 -> DestructiveRotation_Age1 | 3.32% | 3.85% | 4.76% | 3.98% | 0.60%
DecayToNeutral_Age1 -> MixedStructure_Age1 -> ExhaustionPersistence_Age1 | 9.24% | 23.08% | 9.52% | 13.95% | 6.46%
DecayToNeutral_Age1 -> MixedStructure_Age1 -> MixedStructure_Age2 | 24.88% | 11.54% | 23.81% | 20.08% | 6.05%
DecayToNeutral_Age1 -> MixedStructure_Age1 -> RecoveryResolution_Age1 | 8.53% | 7.69% | 9.52% | 8.58% | 0.75%
DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> ConstructiveEmergence_Age1 | 1.11% | 1.59% | 3.51% | 2.07% | 1.04%
DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> DestructiveRotation_Age1 | 7.40% | 6.35% | 7.02% | 6.92% | 0.43%
DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> MixedStructure_Age1 | 26.51% | 34.92% | 22.81% | 28.08% | 5.07%
DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | 53.14% | 47.62% | 64.91% | 55.23% | 7.21%
DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> ReassertionProcessing_Age1 | 5.67% | 6.35% | 1.75% | 4.59% | 2.03%
DestructiveRotation_Age1 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 | 92.00% | 100.00% | 100.00% | 97.33% | 3.77%
DestructiveRotation_Age1 -> DecayToNeutral_Age1 -> DestructiveRotation_Age1 | 11.24% | 5.00% | 5.88% | 7.38% | 2.76%
DestructiveRotation_Age1 -> DecayToNeutral_Age1 -> MixedStructure_Age1 | 23.69% | 30.00% | 17.65% | 23.78% | 5.04%
DestructiveRotation_Age1 -> DecayToNeutral_Age1 -> NeutralProcessing_Age1 | 52.61% | 65.00% | 70.59% | 62.73% | 7.51%
DestructiveRotation_Age1 -> DestructiveRotation_Age2 -> DecayToNeutral_Age1 | 45.00% | 33.33% | 18.18% | 32.17% | 10.98%
DestructiveRotation_Age1 -> DestructiveRotation_Age2 -> DestructiveRotation_Age3 | 11.00% | 8.33% | 45.45% | 21.60% | 16.91%
DestructiveRotation_Age1 -> DestructiveRotation_Age2 -> ExhaustionPersistence_Age1 | 15.00% | 25.00% | 18.18% | 19.39% | 4.17%
DestructiveRotation_Age1 -> DestructiveRotation_Age2 -> NeutralProcessing_Age1 | 10.00% | 16.67% | 9.09% | 11.92% | 3.38%
DestructiveRotation_Age1 -> DestructiveRotation_Age2 -> RecoveryResolution_Age1 | 6.00% | 8.33% | 9.09% | 7.81% | 1.32%
DestructiveRotation_Age1 -> ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 | 23.16% | 100.00% | 62.50% | 61.89% | 31.37%
DestructiveRotation_Age1 -> NeutralProcessing_Age1 -> DestructiveRotation_Age1 | 4.39% | 4.00% | 12.50% | 6.96% | 3.92%
DestructiveRotation_Age1 -> NeutralProcessing_Age1 -> MixedStructure_Age1 | 13.16% | 16.00% | 6.25% | 11.80% | 4.09%
DestructiveRotation_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | 54.39% | 48.00% | 56.25% | 52.88% | 3.53%
DestructiveRotation_Age1 -> NeutralProcessing_Age1 -> ReassertionProcessing_Age1 | 19.30% | 32.00% | 25.00% | 25.43% | 5.19%
DestructiveRotation_Age1 -> ReassertionProcessing_Age1 -> MixedStructure_Age1 | 23.53% | 100.00% | 40.00% | 54.51% | 32.86%
DestructiveRotation_Age1 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 83.72% | 50.00% | 100.00% | 77.91% | 20.82%
DestructiveRotation_Age2 -> DecayToNeutral_Age1 -> NeutralProcessing_Age1 | 60.00% | 50.00% | 100.00% | 70.00% | 21.60%
DestructiveRotation_Age2 -> ExhaustionPersistence_Age1 -> DecayToNeutral_Age1 | 53.33% | 33.33% | 100.00% | 62.22% | 27.93%
DestructiveRotation_Age2 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 100.00% | 100.00% | 100.00% | 100.00% | 0.00%
