APVA State Transition Model Study v0.1 - Aggregate
========================================================================================================
Instruments: 6E, CL, NQ

Aggregate Transition Matrix Table
State | AgeBucket | NextState | Count_6E | Prob_6E | Count_CL | Prob_CL | Count_NQ | Prob_NQ | ValidInstrumentCount | MeanProbability
ReassertionProcessing | 2 | 1.0276 | 0.9081 | 0.9467 | 3 | 0.9608
ReassertionProcessing | 3 | 0.2449 | -0.0000 | -0.0000 | 0 | 0.0000
RecoveryResolution | 1 | 0.9454 | 0.9542 | 0.9661 | 3 | 0.9553
RecoveryResolution | 2 | 0.5726 | 0.6017 | 0.6172 | 2 | 0.5872
RecoveryResolution | 3 | 0.9486 | 1.0085 | 0.5297 | 2 | 0.9786
RecoveryResolution | 4 | 0.6616 | -0.0000 | N/A | 0 | 0.0000
RecoveryResolution | 5 | 0.4506 | N/A | N/A | 0 | 0.0000
RecoveryResolution | 6-10 | 0.6730 | N/A | N/A | 0 | 0.0000

Aggregate Momentum Table
State | AgeBucket | PersistenceProb_6E | Classification_6E | PersistenceProb_CL | Classification_CL | PersistenceProb_NQ | Classification_NQ | AgreementCount | FinalClassification
CompressionProcessing | 1 | 56.66% | BalancedState | 51.98% | BalancedState | 57.30% | BalancedState | 3 | BalancedState
CompressionProcessing | 11-20 | 40.00% | BalancedState | N/A | Insufficient | N/A | Insufficient | 2 | Insufficient
CompressionProcessing | 2 | 50.63% | BalancedState | 44.57% | BalancedState | 58.82% | BalancedState | 3 | BalancedState
CompressionProcessing | 3 | 62.86% | BalancedState | 53.66% | BalancedState | 60.00% | BalancedState | 3 | BalancedState
CompressionProcessing | 4 | 53.41% | BalancedState | 54.55% | BalancedState | 44.44% | BalancedState | 3 | BalancedState
CompressionProcessing | 5 | 45.04% | BalancedState | 41.67% | BalancedState | 37.50% | BalancedState | 3 | BalancedState
CompressionProcessing | 6-10 | 49.80% | BalancedState | 16.67% | TransitionState | 66.67% | BalancedState | 2 | BalancedState
ConstructiveEmergence | 1 | 0.00% | TransitionState | 0.00% | TransitionState | 0.00% | TransitionState | 3 | TransitionState
DecayToNeutral | 1 | 0.00% | TransitionState | 0.00% | TransitionState | 0.00% | TransitionState | 3 | TransitionState
DestructiveRotation | 1 | 11.96% | TransitionState | 16.90% | TransitionState | 17.46% | TransitionState | 3 | TransitionState
DestructiveRotation | 2 | 11.00% | TransitionState | 8.33% | TransitionState | 45.45% | BalancedState | 2 | TransitionState
DestructiveRotation | 3 | 9.09% | TransitionState | 0.00% | TransitionState | 0.00% | TransitionState | 3 | TransitionState
DestructiveRotation | 4 | 0.00% | TransitionState | N/A | Insufficient | N/A | Insufficient | 2 | Insufficient
ExhaustionPersistence | 1 | 27.24% | TransitionState | 31.96% | BalancedState | 37.25% | BalancedState | 2 | BalancedState
ExhaustionPersistence | 2 | 76.97% | MomentumState | 67.74% | BalancedState | 73.68% | MomentumState | 2 | MomentumState
ExhaustionPersistence | 3 | 61.11% | BalancedState | 76.19% | MomentumState | 78.57% | MomentumState | 2 | MomentumState
ExhaustionPersistence | 4 | 40.56% | BalancedState | 50.00% | BalancedState | 54.55% | BalancedState | 3 | BalancedState
ExhaustionPersistence | 5 | 31.03% | BalancedState | 12.50% | TransitionState | 66.67% | BalancedState | 2 | BalancedState
ExhaustionPersistence | 6-10 | 37.93% | BalancedState | 66.67% | BalancedState | 33.33% | BalancedState | 3 | BalancedState
MixedStructure | 1 | 10.88% | TransitionState | 10.04% | TransitionState | 14.75% | TransitionState | 3 | TransitionState
MixedStructure | 2 | 11.83% | TransitionState | 17.86% | TransitionState | 14.81% | TransitionState | 3 | TransitionState
MixedStructure | 3 | 19.05% | TransitionState | 40.00% | BalancedState | 50.00% | BalancedState | 2 | BalancedState
MixedStructure | 4 | 12.50% | TransitionState | 0.00% | TransitionState | 0.00% | TransitionState | 3 | TransitionState
MixedStructure | 5 | 0.00% | TransitionState | N/A | Insufficient | N/A | Insufficient | 2 | Insufficient
NeutralProcessing | 1 | 56.51% | BalancedState | 56.85% | BalancedState | 58.92% | BalancedState | 3 | BalancedState
NeutralProcessing | 11-20 | 77.22% | MomentumState | 63.33% | BalancedState | 67.57% | BalancedState | 2 | BalancedState
NeutralProcessing | 2 | 54.73% | BalancedState | 55.34% | BalancedState | 64.00% | BalancedState | 3 | BalancedState
NeutralProcessing | 21+ | 78.05% | MomentumState | N/A | Insufficient | N/A | Insufficient | 2 | Insufficient
NeutralProcessing | 3 | 74.80% | MomentumState | 75.71% | MomentumState | 74.11% | MomentumState | 3 | MomentumState
NeutralProcessing | 4 | 90.85% | MomentumState | 89.62% | MomentumState | 96.39% | MomentumState | 3 | MomentumState
NeutralProcessing | 5 | 81.21% | MomentumState | 78.95% | MomentumState | 87.50% | MomentumState | 3 | MomentumState
NeutralProcessing | 6-10 | 74.10% | MomentumState | 69.23% | BalancedState | 70.16% | MomentumState | 2 | MomentumState
ReassertionProcessing | 1 | 13.47% | TransitionState | 18.39% | TransitionState | 21.09% | TransitionState | 3 | TransitionState
ReassertionProcessing | 2 | 6.33% | TransitionState | 3.12% | TransitionState | 3.23% | TransitionState | 3 | TransitionState
ReassertionProcessing | 3 | 0.00% | TransitionState | 0.00% | TransitionState | 0.00% | TransitionState | 3 | TransitionState
RecoveryResolution | 1 | 31.42% | BalancedState | 40.43% | BalancedState | 28.26% | TransitionState | 2 | BalancedState
RecoveryResolution | 2 | 74.04% | MomentumState | 71.05% | MomentumState | 69.23% | BalancedState | 2 | MomentumState
RecoveryResolution | 3 | 6.37% | TransitionState | 3.70% | TransitionState | 0.00% | TransitionState | 3 | TransitionState
RecoveryResolution | 4 | 37.50% | BalancedState | 0.00% | TransitionState | N/A | Insufficient | 1 | BalancedState
RecoveryResolution | 5 | 83.33% | MomentumState | N/A | Insufficient | N/A | Insufficient | 2 | Insufficient
RecoveryResolution | 6-10 | 0.00% | TransitionState | N/A | Insufficient | N/A | Insufficient | 2 | Insufficient

Aggregate Pressure Table
State | AgeBucket | Pressure_6E | Pressure_CL | Pressure_NQ | ValidInstrumentCount | MeanPressure
CompressionProcessing | 1 | 43.34% | 48.02% | 42.70% | 3 | 44.69%
CompressionProcessing | 11-20 | 60.00% | N/A | N/A | 0 | 0.00%
CompressionProcessing | 2 | 49.37% | 55.43% | 41.18% | 3 | 48.66%
CompressionProcessing | 3 | 37.14% | 46.34% | 40.00% | 3 | 41.16%
CompressionProcessing | 4 | 46.59% | 45.45% | 55.56% | 2 | 46.02%
CompressionProcessing | 5 | 54.96% | 58.33% | 62.50% | 1 | 54.96%
CompressionProcessing | 6-10 | 50.20% | 83.33% | 33.33% | 1 | 50.20%
ConstructiveEmergence | 1 | 100.00% | 100.00% | 100.00% | 1 | 100.00%
DecayToNeutral | 1 | 100.00% | 100.00% | 100.00% | 3 | 100.00%
DestructiveRotation | 1 | 88.04% | 83.10% | 82.54% | 3 | 84.56%
DestructiveRotation | 2 | 89.00% | 91.67% | 54.55% | 1 | 89.00%
DestructiveRotation | 3 | 90.91% | 100.00% | 100.00% | 0 | 0.00%
DestructiveRotation | 4 | 100.00% | N/A | N/A | 0 | 0.00%
ExhaustionPersistence | 1 | 72.76% | 68.04% | 62.75% | 3 | 67.85%
ExhaustionPersistence | 2 | 23.03% | 32.26% | 26.32% | 2 | 27.64%
ExhaustionPersistence | 3 | 38.89% | 23.81% | 21.43% | 2 | 31.35%
ExhaustionPersistence | 4 | 59.44% | 50.00% | 45.45% | 1 | 59.44%
ExhaustionPersistence | 5 | 68.97% | 87.50% | 33.33% | 1 | 68.97%
ExhaustionPersistence | 6-10 | 62.07% | 33.33% | 66.67% | 1 | 62.07%
MixedStructure | 1 | 89.12% | 89.96% | 85.25% | 3 | 88.11%
MixedStructure | 2 | 88.17% | 82.14% | 85.19% | 3 | 85.17%
MixedStructure | 3 | 80.95% | 60.00% | 50.00% | 1 | 80.95%
MixedStructure | 4 | 87.50% | 100.00% | 100.00% | 0 | 0.00%
MixedStructure | 5 | 100.00% | N/A | N/A | 0 | 0.00%
NeutralProcessing | 1 | 43.49% | 43.15% | 41.08% | 3 | 42.57%
NeutralProcessing | 11-20 | 22.78% | 36.67% | 32.43% | 3 | 30.63%
NeutralProcessing | 2 | 45.27% | 44.66% | 36.00% | 3 | 41.98%
NeutralProcessing | 21+ | 21.95% | N/A | N/A | 1 | 21.95%
NeutralProcessing | 3 | 25.20% | 24.29% | 25.89% | 3 | 25.13%
NeutralProcessing | 4 | 9.15% | 10.38% | 3.61% | 3 | 7.71%
NeutralProcessing | 5 | 18.79% | 21.05% | 12.50% | 3 | 17.45%
NeutralProcessing | 6-10 | 25.90% | 30.77% | 29.84% | 3 | 28.84%
ReassertionProcessing | 1 | 86.53% | 81.61% | 78.91% | 3 | 82.35%
ReassertionProcessing | 2 | 93.67% | 96.88% | 96.77% | 3 | 95.77%
ReassertionProcessing | 3 | 100.00% | 100.00% | 100.00% | 0 | 0.00%
RecoveryResolution | 1 | 68.58% | 59.57% | 71.74% | 3 | 66.63%
RecoveryResolution | 2 | 25.96% | 28.95% | 30.77% | 2 | 27.45%
RecoveryResolution | 3 | 93.63% | 96.30% | 100.00% | 2 | 94.96%
RecoveryResolution | 4 | 62.50% | 100.00% | N/A | 0 | 0.00%
RecoveryResolution | 5 | 16.67% | N/A | N/A | 0 | 0.00%
RecoveryResolution | 6-10 | 100.00% | N/A | N/A | 0 | 0.00%

Aggregate Zone Table
State | Zone | Destination_6E | Probability_6E | Entropy_6E | PersistenceProbability_6E | Destination_CL | Probability_CL | Entropy_CL | PersistenceProbability_CL | Destination_NQ | Probability_NQ | Entropy_NQ | PersistenceProbability_NQ | ValidInstrumentCount | MeanProbability | MeanEntropy | MeanPersistenceProbability
CompressionProcessing | Late | CompressionProcessing | 49.60% | 1.4405 | 49.60% | NeutralProcessing | 50.00% | 1.2425 | 16.67% | CompressionProcessing | 66.67% | 0.8487 | 66.67% | 1 | 49.60% | 1.4405 | 49.60%
CompressionProcessing | Middle | CompressionProcessing | 56.79% | 1.2809 | 56.79% | CompressionProcessing | 52.00% | 1.3679 | 52.00% | CompressionProcessing | 51.79% | 1.5254 | 51.79% | 3 | 53.52% | 1.3914 | 53.52%
CompressionProcessing | Young | CompressionProcessing | 54.48% | 1.1654 | 54.48% | CompressionProcessing | 49.44% | 1.2188 | 49.44% | CompressionProcessing | 57.86% | 1.1382 | 57.86% | 3 | 53.93% | 1.1741 | 53.93%
ConstructiveEmergence | Young | MixedStructure | 46.99% | 1.1780 | 0.00% | MixedStructure | 41.67% | 1.0776 | 0.00% | MixedStructure | 64.29% | 0.8305 | 0.00% | 1 | 46.99% | 1.1780 | 0.00%
DecayToNeutral | Young | NeutralProcessing | 54.58% | 1.1580 | 0.00% | NeutralProcessing | 61.17% | 1.0086 | 0.00% | NeutralProcessing | 66.28% | 0.9062 | 0.00% | 3 | 60.67% | 1.0243 | 0.00%
DestructiveRotation | Middle | DecayToNeutral | 66.67% | 0.9831 | 8.33% | CompressionProcessing | 100.00% | -0.0000 | 0.00% | DecayToNeutral | 80.00% | 0.5004 | 0.00% | 0 | 0.00% | 0.0000 | 0.00%
DestructiveRotation | Young | DecayToNeutral | 31.41% | 1.8122 | 11.86% | NeutralProcessing | 32.53% | 1.6722 | 15.66% | DecayToNeutral | 25.68% | 1.7958 | 21.62% | 3 | 29.87% | 1.7601 | 16.38%
ExhaustionPersistence | Late | ExhaustionPersistence | 37.93% | 1.3934 | 37.93% | ExhaustionPersistence | 66.67% | 0.6365 | 66.67% | DestructiveRotation | 33.33% | 1.3297 | 33.33% | 1 | 37.93% | 1.3934 | 37.93%
ExhaustionPersistence | Middle | ExhaustionPersistence | 50.34% | 1.3621 | 50.34% | ExhaustionPersistence | 55.56% | 1.2550 | 55.56% | ExhaustionPersistence | 67.74% | 1.0585 | 67.74% | 3 | 57.88% | 1.2252 | 57.88%
ExhaustionPersistence | Young | ExhaustionPersistence | 37.89% | 1.5846 | 37.89% | ExhaustionPersistence | 40.62% | 1.4404 | 40.62% | ExhaustionPersistence | 47.14% | 1.4671 | 47.14% | 3 | 41.89% | 1.4974 | 41.89%
MixedStructure | Middle | DecayToNeutral | 41.18% | 1.5234 | 17.65% | ConstructiveEmergence | 28.57% | 1.3518 | 28.57% | DestructiveRotation | 33.33% | 1.3297 | 33.33% | 1 | 41.18% | 1.5234 | 17.65%
MixedStructure | Young | NeutralProcessing | 36.75% | 1.7566 | 10.97% | NeutralProcessing | 39.74% | 1.7298 | 10.75% | NeutralProcessing | 35.24% | 1.7660 | 14.76% | 3 | 37.24% | 1.7508 | 12.16%
NeutralProcessing | Late | NeutralProcessing | 74.90% | 0.9041 | 74.90% | NeutralProcessing | 68.49% | 1.0235 | 68.49% | NeutralProcessing | 69.74% | 1.0457 | 69.74% | 3 | 71.04% | 0.9911 | 71.04%
NeutralProcessing | Middle | NeutralProcessing | 81.54% | 0.7366 | 81.54% | NeutralProcessing | 80.94% | 0.7143 | 80.94% | NeutralProcessing | 84.73% | 0.6010 | 84.73% | 3 | 82.40% | 0.6840 | 82.40%
NeutralProcessing | Young | NeutralProcessing | 55.86% | 1.2584 | 55.86% | NeutralProcessing | 56.30% | 1.2486 | 56.30% | NeutralProcessing | 60.81% | 1.1890 | 60.81% | 3 | 57.66% | 1.2320 | 57.66%
ReassertionProcessing | Middle | DestructiveRotation | 93.33% | 0.2449 | 0.00% | DestructiveRotation | 100.00% | -0.0000 | 0.00% | DestructiveRotation | 100.00% | -0.0000 | 0.00% | 0 | 0.00% | 0.0000 | 0.00%
ReassertionProcessing | Young | NeutralProcessing | 41.63% | 1.4181 | 12.63% | NeutralProcessing | 33.98% | 1.4416 | 16.02% | NeutralProcessing | 37.64% | 1.4544 | 17.98% | 3 | 37.75% | 1.4380 | 15.54%
RecoveryResolution | Late | CompressionProcessing | 60.00% | 0.6730 | 0.00% | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 0 | 0.00% | 0.0000 | 0.00%
RecoveryResolution | Middle | CompressionProcessing | 67.03% | 0.9953 | 9.89% | CompressionProcessing | 64.29% | 0.9887 | 3.57% | CompressionProcessing | 77.78% | 0.5297 | 0.00% | 2 | 65.66% | 0.9920 | 6.73%
RecoveryResolution | Young | CompressionProcessing | 42.81% | 1.0178 | 41.61% | RecoveryResolution | 49.24% | 1.0087 | 49.24% | CompressionProcessing | 44.07% | 1.0421 | 37.29% | 3 | 45.37% | 1.0228 | 42.71%

Aggregate State vs State+Age Table
Horizon | StateOnlyEntropy_6E | StateAgeEntropy_6E | EntropyReduction_6E | PercentEntropyReduction_6E | DominantProbabilityIncrease_6E | StateOnlyEntropy_CL | StateAgeEntropy_CL | EntropyReduction_CL | PercentEntropyReduction_CL | DominantProbabilityIncrease_CL | StateOnlyEntropy_NQ | StateAgeEntropy_NQ | EntropyReduction_NQ | PercentEntropyReduction_NQ | DominantProbabilityIncrease_NQ | ValidInstrumentCount | MeanEntropyReduction | MeanPercentEntropyReduction | MeanDominantProbabilityIncrease
t+1 | 1.2522 | 1.1919 | 0.0603 | 4.82% | 0.83% | 1.2712 | 1.1845 | 0.0867 | 6.82% | 1.86% | 1.2295 | 1.1314 | 0.0981 | 7.98% | 1.30% | 3 | 0.0817 | 6.54% | 1.33%

Aggregate Process Chain Table
StartStateAge | Chain_6E | ChainProbability_6E | Chain_CL | ChainProbability_CL | Chain_NQ | ChainProbability_NQ | ValidInstrumentCount | MeanChainProbability
CompressionProcessing + 1 | CompressionProcessing + 1 -> CompressionProcessing -> CompressionProcessing -> CompressionProcessing | 17.06% | CompressionProcessing + 1 -> CompressionProcessing -> CompressionProcessing -> CompressionProcessing | 12.70% | CompressionProcessing + 1 -> CompressionProcessing -> CompressionProcessing -> CompressionProcessing | 18.35% | 3 | 16.04%
CompressionProcessing + 11-20 | CompressionProcessing + 11-20 -> CompressionProcessing -> CompressionProcessing -> CompressionProcessing | 12.05% | N/A | N/A | N/A | N/A | 0 | 0.00%
CompressionProcessing + 2 | CompressionProcessing + 2 -> CompressionProcessing -> CompressionProcessing -> CompressionProcessing | 15.25% | CompressionProcessing + 2 -> CompressionProcessing -> CompressionProcessing -> CompressionProcessing | 10.89% | CompressionProcessing + 2 -> CompressionProcessing -> CompressionProcessing -> CompressionProcessing | 18.83% | 3 | 14.99%
CompressionProcessing + 3 | CompressionProcessing + 3 -> CompressionProcessing -> CompressionProcessing -> CompressionProcessing | 18.93% | CompressionProcessing + 3 -> CompressionProcessing -> CompressionProcessing -> CompressionProcessing | 13.11% | CompressionProcessing + 3 -> CompressionProcessing -> CompressionProcessing -> CompressionProcessing | 19.21% | 3 | 17.08%
CompressionProcessing + 4 | CompressionProcessing + 4 -> CompressionProcessing -> CompressionProcessing -> CompressionProcessing | 16.08% | CompressionProcessing + 4 -> CompressionProcessing -> CompressionProcessing -> CompressionProcessing | 13.33% | CompressionProcessing + 4 -> CompressionProcessing -> CompressionProcessing -> CompressionProcessing | 14.23% | 2 | 14.71%
CompressionProcessing + 5 | CompressionProcessing + 5 -> CompressionProcessing -> CompressionProcessing -> CompressionProcessing | 13.56% | CompressionProcessing + 5 -> CompressionProcessing -> CompressionProcessing -> CompressionProcessing | 10.18% | CompressionProcessing + 5 -> CompressionProcessing -> CompressionProcessing -> CompressionProcessing | 12.01% | 1 | 13.56%
CompressionProcessing + 6-10 | CompressionProcessing + 6-10 -> CompressionProcessing -> CompressionProcessing -> CompressionProcessing | 15.00% | CompressionProcessing + 6-10 -> NeutralProcessing -> NeutralProcessing -> NeutralProcessing | 21.22% | CompressionProcessing + 6-10 -> CompressionProcessing -> CompressionProcessing -> CompressionProcessing | 21.35% | 1 | 15.00%
ConstructiveEmergence + 1 | ConstructiveEmergence + 1 -> MixedStructure -> NeutralProcessing -> NeutralProcessing | 11.39% | ConstructiveEmergence + 1 -> MixedStructure -> NeutralProcessing -> NeutralProcessing | 10.72% | ConstructiveEmergence + 1 -> MixedStructure -> NeutralProcessing -> NeutralProcessing | 15.54% | 1 | 11.39%
DecayToNeutral + 1 | DecayToNeutral + 1 -> NeutralProcessing -> NeutralProcessing -> NeutralProcessing | 24.22% | DecayToNeutral + 1 -> NeutralProcessing -> NeutralProcessing -> NeutralProcessing | 25.96% | DecayToNeutral + 1 -> NeutralProcessing -> NeutralProcessing -> NeutralProcessing | 32.14% | 3 | 27.44%
DestructiveRotation + 1 | DestructiveRotation + 1 -> DecayToNeutral -> NeutralProcessing -> NeutralProcessing | 10.83% | DestructiveRotation + 1 -> NeutralProcessing -> NeutralProcessing -> NeutralProcessing | 14.95% | DestructiveRotation + 1 -> DecayToNeutral -> NeutralProcessing -> NeutralProcessing | 12.46% | 3 | 12.74%
DestructiveRotation + 2 | DestructiveRotation + 2 -> DecayToNeutral -> NeutralProcessing -> NeutralProcessing | 16.36% | DestructiveRotation + 2 -> DecayToNeutral -> NeutralProcessing -> NeutralProcessing | 13.28% | DestructiveRotation + 2 -> DestructiveRotation -> DecayToNeutral -> NeutralProcessing | 8.77% | 1 | 16.36%
DestructiveRotation + 3 | DestructiveRotation + 3 -> DecayToNeutral -> NeutralProcessing -> NeutralProcessing | 23.14% | DestructiveRotation + 3 -> CompressionProcessing -> CompressionProcessing -> CompressionProcessing | 24.43% | DestructiveRotation + 3 -> DecayToNeutral -> NeutralProcessing -> NeutralProcessing | 36.93% | 0 | 0.00%
DestructiveRotation + 4 | DestructiveRotation + 4 -> DecayToNeutral -> NeutralProcessing -> NeutralProcessing | 36.36% | N/A | N/A | N/A | N/A | 0 | 0.00%
ExhaustionPersistence + 1 | ExhaustionPersistence + 1 -> ExhaustionPersistence -> ExhaustionPersistence -> ExhaustionPersistence | 4.53% | ExhaustionPersistence + 1 -> ExhaustionPersistence -> ExhaustionPersistence -> ExhaustionPersistence | 6.44% | ExhaustionPersistence + 1 -> ExhaustionPersistence -> ExhaustionPersistence -> ExhaustionPersistence | 10.20% | 3 | 7.06%
ExhaustionPersistence + 2 | ExhaustionPersistence + 2 -> ExhaustionPersistence -> ExhaustionPersistence -> ExhaustionPersistence | 12.79% | ExhaustionPersistence + 2 -> ExhaustionPersistence -> ExhaustionPersistence -> ExhaustionPersistence | 13.65% | ExhaustionPersistence + 2 -> ExhaustionPersistence -> ExhaustionPersistence -> ExhaustionPersistence | 20.18% | 2 | 13.22%
ExhaustionPersistence + 3 | ExhaustionPersistence + 3 -> ExhaustionPersistence -> ExhaustionPersistence -> ExhaustionPersistence | 10.16% | ExhaustionPersistence + 3 -> ExhaustionPersistence -> ExhaustionPersistence -> ExhaustionPersistence | 15.35% | ExhaustionPersistence + 3 -> ExhaustionPersistence -> ExhaustionPersistence -> ExhaustionPersistence | 21.52% | 2 | 12.75%
ExhaustionPersistence + 4 | ExhaustionPersistence + 4 -> ExhaustionPersistence -> ExhaustionPersistence -> ExhaustionPersistence | 6.74% | ExhaustionPersistence + 4 -> ExhaustionPersistence -> ExhaustionPersistence -> ExhaustionPersistence | 10.07% | ExhaustionPersistence + 4 -> ExhaustionPersistence -> ExhaustionPersistence -> ExhaustionPersistence | 14.94% | 1 | 6.74%
ExhaustionPersistence + 5 | ExhaustionPersistence + 5 -> ExhaustionPersistence -> ExhaustionPersistence -> ExhaustionPersistence | 5.16% | ExhaustionPersistence + 5 -> NeutralProcessing -> NeutralProcessing -> NeutralProcessing | 15.92% | ExhaustionPersistence + 5 -> ExhaustionPersistence -> ExhaustionPersistence -> ExhaustionPersistence | 18.26% | 1 | 5.16%
ExhaustionPersistence + 6-10 | ExhaustionPersistence + 6-10 -> ExhaustionPersistence -> ExhaustionPersistence -> ExhaustionPersistence | 6.30% | ExhaustionPersistence + 6-10 -> ExhaustionPersistence -> ExhaustionPersistence -> ExhaustionPersistence | 13.43% | ExhaustionPersistence + 6-10 -> DestructiveRotation -> DecayToNeutral -> NeutralProcessing | 6.43% | 1 | 6.30%
MixedStructure + 1 | MixedStructure + 1 -> NeutralProcessing -> NeutralProcessing -> NeutralProcessing | 16.58% | MixedStructure + 1 -> NeutralProcessing -> NeutralProcessing -> NeutralProcessing | 17.50% | MixedStructure + 1 -> NeutralProcessing -> NeutralProcessing -> NeutralProcessing | 17.23% | 3 | 17.10%
MixedStructure + 2 | MixedStructure + 2 -> NeutralProcessing -> NeutralProcessing -> NeutralProcessing | 13.88% | MixedStructure + 2 -> DecayToNeutral -> NeutralProcessing -> NeutralProcessing | 11.39% | MixedStructure + 2 -> NeutralProcessing -> NeutralProcessing -> NeutralProcessing | 16.17% | 3 | 13.81%
MixedStructure + 3 | MixedStructure + 3 -> DecayToNeutral -> NeutralProcessing -> NeutralProcessing | 14.72% | MixedStructure + 3 -> ConstructiveEmergence -> MixedStructure -> NeutralProcessing | 6.58% | MixedStructure + 3 -> MixedStructure -> NeutralProcessing -> NeutralProcessing | 12.09% | 1 | 14.72%
MixedStructure + 4 | MixedStructure + 4 -> DecayToNeutral -> NeutralProcessing -> NeutralProcessing | 13.63% | MixedStructure + 4 -> NeutralProcessing -> NeutralProcessing -> NeutralProcessing | 42.45% | MixedStructure + 4 -> DestructiveRotation -> DecayToNeutral -> NeutralProcessing | 9.65% | 0 | 0.00%
MixedStructure + 5 | MixedStructure + 5 -> DecayToNeutral -> NeutralProcessing -> NeutralProcessing | 36.36% | N/A | N/A | N/A | N/A | 0 | 0.00%
NeutralProcessing + 1 | NeutralProcessing + 1 -> NeutralProcessing -> NeutralProcessing -> NeutralProcessing | 25.08% | NeutralProcessing + 1 -> NeutralProcessing -> NeutralProcessing -> NeutralProcessing | 24.13% | NeutralProcessing + 1 -> NeutralProcessing -> NeutralProcessing -> NeutralProcessing | 28.58% | 3 | 25.93%
NeutralProcessing + 11-20 | NeutralProcessing + 11-20 -> NeutralProcessing -> NeutralProcessing -> NeutralProcessing | 34.27% | NeutralProcessing + 11-20 -> NeutralProcessing -> NeutralProcessing -> NeutralProcessing | 26.88% | NeutralProcessing + 11-20 -> NeutralProcessing -> NeutralProcessing -> NeutralProcessing | 32.77% | 3 | 31.31%
NeutralProcessing + 2 | NeutralProcessing + 2 -> NeutralProcessing -> NeutralProcessing -> NeutralProcessing | 24.29% | NeutralProcessing + 2 -> NeutralProcessing -> NeutralProcessing -> NeutralProcessing | 23.49% | NeutralProcessing + 2 -> NeutralProcessing -> NeutralProcessing -> NeutralProcessing | 31.04% | 3 | 26.27%
NeutralProcessing + 21+ | NeutralProcessing + 21+ -> NeutralProcessing -> NeutralProcessing -> NeutralProcessing | 34.64% | N/A | N/A | N/A | N/A | 1 | 34.64%
NeutralProcessing + 3 | NeutralProcessing + 3 -> NeutralProcessing -> NeutralProcessing -> NeutralProcessing | 33.20% | NeutralProcessing + 3 -> NeutralProcessing -> NeutralProcessing -> NeutralProcessing | 32.14% | NeutralProcessing + 3 -> NeutralProcessing -> NeutralProcessing -> NeutralProcessing | 35.94% | 3 | 33.76%
NeutralProcessing + 4 | NeutralProcessing + 4 -> NeutralProcessing -> NeutralProcessing -> NeutralProcessing | 40.32% | NeutralProcessing + 4 -> NeutralProcessing -> NeutralProcessing -> NeutralProcessing | 38.04% | NeutralProcessing + 4 -> NeutralProcessing -> NeutralProcessing -> NeutralProcessing | 46.75% | 3 | 41.70%
NeutralProcessing + 5 | NeutralProcessing + 5 -> NeutralProcessing -> NeutralProcessing -> NeutralProcessing | 36.04% | NeutralProcessing + 5 -> NeutralProcessing -> NeutralProcessing -> NeutralProcessing | 33.51% | NeutralProcessing + 5 -> NeutralProcessing -> NeutralProcessing -> NeutralProcessing | 42.44% | 3 | 37.33%
NeutralProcessing + 6-10 | NeutralProcessing + 6-10 -> NeutralProcessing -> NeutralProcessing -> NeutralProcessing | 32.89% | NeutralProcessing + 6-10 -> NeutralProcessing -> NeutralProcessing -> NeutralProcessing | 29.39% | NeutralProcessing + 6-10 -> NeutralProcessing -> NeutralProcessing -> NeutralProcessing | 34.03% | 3 | 32.10%
ReassertionProcessing + 1 | ReassertionProcessing + 1 -> NeutralProcessing -> NeutralProcessing -> NeutralProcessing | 18.37% | ReassertionProcessing + 1 -> MixedStructure -> NeutralProcessing -> NeutralProcessing | 9.76% | ReassertionProcessing + 1 -> NeutralProcessing -> NeutralProcessing -> NeutralProcessing | 19.14% | 3 | 15.75%
ReassertionProcessing + 2 | ReassertionProcessing + 2 -> DestructiveRotation -> DecayToNeutral -> NeutralProcessing | 8.00% | ReassertionProcessing + 2 -> DestructiveRotation -> NeutralProcessing -> NeutralProcessing | 11.78% | ReassertionProcessing + 2 -> DestructiveRotation -> DecayToNeutral -> NeutralProcessing | 11.83% | 3 | 10.53%
ReassertionProcessing + 3 | ReassertionProcessing + 3 -> DestructiveRotation -> DecayToNeutral -> NeutralProcessing | 16.23% | ReassertionProcessing + 3 -> DestructiveRotation -> NeutralProcessing -> NeutralProcessing | 20.94% | ReassertionProcessing + 3 -> DestructiveRotation -> DecayToNeutral -> NeutralProcessing | 19.30% | 0 | 0.00%
RecoveryResolution + 1 | RecoveryResolution + 1 -> CompressionProcessing -> CompressionProcessing -> CompressionProcessing | 16.94% | RecoveryResolution + 1 -> CompressionProcessing -> CompressionProcessing -> CompressionProcessing | 11.96% | RecoveryResolution + 1 -> CompressionProcessing -> CompressionProcessing -> CompressionProcessing | 18.10% | 3 | 15.67%
RecoveryResolution + 2 | RecoveryResolution + 2 -> RecoveryResolution -> CompressionProcessing -> CompressionProcessing | 19.00% | RecoveryResolution + 2 -> RecoveryResolution -> RecoveryResolution -> RecoveryResolution | 12.09% | RecoveryResolution + 2 -> RecoveryResolution -> CompressionProcessing -> CompressionProcessing | 19.01% | 2 | 15.54%
